"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo";"icaa_id";"titulo_icaa";"distribuidora_nacional_icaa";"distribuidor_internacional_icaa";"fecha_estreno_ficha";"tipo_icaa";"genero_icaa";"tags_icaa";"genero_final";"genero_fuente";"nacionalidad_paises_icaa";"directores_icaa";"guionistas_icaa";"subvenciones_icaa";"subvenciones_total";"empresas_productoras_icaa";"clave_grupo"
"Un funeral de locos";"Sony";"11/04/2025";3024460.0;437336;2025;"";"Un funeral de locos";"";129124.0;"UN FUNERAL DE LOCOS";"SONY PICTURES ENTERTAINMENT IBERIA, S.L.U. (02J1289)";"";"11/04/2025";"Cine - Ficción";"Comedia";"[""Comedia"", ""Drama""]";"Comedia";"ficha_genero";"España (80.0%); México (20.0%)";"[""Manuel Gómez Pereira""]";"[""Yolanda García Serrano""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""UN FUNERAL DE MUERTE, A.I.E. (01J10464)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""BOWFINGER INTERNATIONAL PICTURES, S.L. (01J2830)"", ""porcentaje_empresa"": 0.45}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ESTO TAMBIEN PASARÁ, S.L. (01J7709)"", ""porcentaje_empresa"": 0.45}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""GLOW ANIMATION, S.L.U. (01J5276)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""MÉXICO"", ""porcentaje_pais"": 20.0, ""empresa"": ""SDB FILMS S.A DE C.V"", ""porcentaje_empresa"": null}]";"129124"
"Sin Cobertura";"Sony";"22/08/2025";2925496.0;454350;2025;"";"Sin Cobertura";"";160124.0;"SIN COBERTURA";"SONY PICTURES ENTERTAINMENT IBERIA, S.L.U. (02J1289)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"22/08/2025";"Cine - Ficción";"Comedia - Familiar";"[""Comedia"", ""Aventuras"", ""Familiar"", ""Edad Media""]";"Comedia - Familiar";"ficha_genero";"España (100.0%)";"[""Mar Olid""]";"[""Olatz Arroyo""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ATRESMEDIA CINE, S.L. (01J2040)"", ""porcentaje_empresa"": 5.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LAZONA ZINEMA, S.L. (01J10402)"", ""porcentaje_empresa"": 48.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BUENDÍA ESTUDIOS BIZKAIA, S.L.U. (01J9836)"", ""porcentaje_empresa"": 44.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LAZONA PRODUCCIONES, S.L. (01J6288)"", ""porcentaje_empresa"": 3.0}]";"160124"
"Sirat, trance en el desierto";"Bteam Pictures";"06/06/2025";2899613.0;438644;2025;"";"Sirat, trance en el desierto";"";159123.0;"SIRAT";"BTEAM PICTURES, S.L. (02J1137)";"";"31/05/2025";"Cine - Ficción";"Drama";"[""Drama""]";"Drama";"ficha_genero";"España (89.13%); Francia (10.87%)";"[""Óliver Laxe""]";"[""Santiago Fillol"", ""Óliver Laxe""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 89.13, ""empresa"": ""LOS DESERTORES FILMS, A.I.E. (01J9695)"", ""porcentaje_empresa"": 56.48}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 89.13, ""empresa"": ""TELEFONICA AUDIOVISUAL DIGITAL, S.L.U. (01J6478)"", ""porcentaje_empresa"": 37.55}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 89.13, ""empresa"": ""EL DESEO D.A. S.L. (01J2217)"", ""porcentaje_empresa"": 1.99}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 89.13, ""empresa"": ""FILMES DA ERMIDA, S.L. (01J9062)"", ""porcentaje_empresa"": 1.99}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 89.13, ""empresa"": ""URI FILMS, S.L. (01J9322)"", ""porcentaje_empresa"": 1.99}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 10.87, ""empresa"": ""4A4 PRODUCTIONS"", ""porcentaje_empresa"": null}]";"159123"
"Romeria";"Elastica";"05/09/2025";1783277.0;276083;2025;"";"Romeria";"";159323.0;"ROMERÍA";"ELASTICA FILMS, S.L. (02J1442)";"";"28/08/2025";"Cine - Ficción";"Drama";"[""Drama""]";"Drama";"ficha_genero";"España (80.0%); Alemania (20.0%)";"[""Carla Simón""]";"[""Carla Simón""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ROMERIA VIGO, A.I.E. (01J9826)"", ""porcentaje_empresa"": 90.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ELASTICA FILMS, S.L. (01J8525)"", ""porcentaje_empresa"": 9.99}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""DOS SOLES MEDIA, S.L. (01J9535)"", ""porcentaje_empresa"": 0.01}, {""pais"": ""ALEMANIA"", ""porcentaje_pais"": 20.0, ""empresa"": ""VENTALL CINEMA GMBH"", ""porcentaje_empresa"": null}, {""pais"": ""ALEMANIA"", ""porcentaje_pais"": 20.0, ""empresa"": ""ZWEITEN DEUTSCHEN FERNSEHEN ZDF"", ""porcentaje_empresa"": null}]";"159323"
"Tierra de nadie";"Sony";"28/03/2025";1581015.0;236597;2025;"";"Tierra de nadie";"";182923.0;"TIERRA DE NADIE";"SONY PICTURES ENTERTAINMENT IBERIA, S.L.U. (02J1289)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"17/03/2025";"Cine - Ficción";"Acción –Thriller";"[""Thriller"", ""Suspense"", ""Acción""]";"Acción –Thriller";"ficha_genero";"España (80.0%); México (20.0%)";"[""Albert Pintó""]";"[""Fernando Navarro""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""EN TIERRA DE NADIE FILMS, A.I.E. (01J9877)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""GLOW ANIMATION, S.L.U. (01J5276)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ESTO TAMBIEN PASARÁ, S.L. (01J7709)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""MÉXICO"", ""porcentaje_pais"": 20.0, ""empresa"": ""SDB FILMS"", ""porcentaje_empresa"": null}]";"182923"
"Infiltrada, La";"Beta Fiction";"11/10/2024";1583340.0;244504;2025;"";"Infiltrada";"La";194123.0;"LA INFILTRADA";"BETA FICTION SPAIN, S.L. (02J1485)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"13/09/2024";"Cine - Ficción";"Thriller-Acción";"[""Thriller"", ""Basado en hechos reales"", ""ETA""]";"Thriller-Acción";"ficha_genero";"España (100.0%)";"[""Arantxa Echevarría""]";"[""Amèlia Mora"", ""Arantxa Echevarría""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""INFILTRADA LP, A.I.E. (01J9865)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BETA FICTION SPAIN, S.L. (01J8953)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BOWFINGER INTERNATIONAL PICTURES, S.L. (01J2830)"", ""porcentaje_empresa"": 0.49}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ESTO TAMBIEN PASARÁ, S.L. (01J7709)"", ""porcentaje_empresa"": 0.01}]";"194123"
"Mikaela";"Walt Disney";"31/01/2025";1552358.0;232516;2025;"";"Mikaela";"";167923.0;"MIKAELA";"THE WALT DISNEY COMPANY IBERIA, S.L. (02J609)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"31/01/2025";"Cine - Ficción";"Acción –Thriller";"[""Thriller"", ""Acción""]";"Acción –Thriller";"ficha_genero";"España (100.0%)";"[""Daniel Calparsoro""]";"[""Arturo Ruiz Serrano""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""AP6 LA PELÍCULA, A.I.E. (01J9780)"", ""porcentaje_empresa"": 50.9}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ATRESMEDIA CINE, S.L. (01J2040)"", ""porcentaje_empresa"": 49.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ATLANTIA MEDIA PRODUCCIONES, S.L. (01J6614)"", ""porcentaje_empresa"": 0.05}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IKIRU FILMS, S.L. (01J2801)"", ""porcentaje_empresa"": 0.025}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA TERRAZA FILMS, S.L. (01J6964)"", ""porcentaje_empresa"": 0.025}]";"167923"
"Muertimer, Los";"Paramount Int'l";"14/08/2025";1415112.0;222876;2025;"";"Muertimer";"Los";218124.0;"LOS MUÉRTIMER";"PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"14/08/2025";"Cine - Ficción";"Aventuras-Misterio-Familiar";"[""Aventuras"", ""Misterio"", ""Comedia negra"", ""Familiar"", ""Basado en un cómic""]";"Aventuras-Misterio-Familiar";"ficha_genero";"España (100.0%)";"[""Álvaro Fernández - Armero""]";"[""Jelen Morales""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""POKEEPSIETXEA, S.L. (01J10399)"", ""porcentaje_empresa"": 98.99}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TELECINCO CINEMA, S.A.U. (01J2383)"", ""porcentaje_empresa"": 1.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""POKEEPSIE FILMS, S.L.U. (01J5636)"", ""porcentaje_empresa"": 0.01}]";"218124"
"Tigres, Los";"Walt Disney";"31/10/2025";1227314.0;211688;2025;"";"Tigres";"Los";192923.0;"LOS TIGRES";"THE WALT DISNEY COMPANY IBERIA, S.L. (02J609)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"27/10/2025";"Cine - Ficción";"Drama - thriller";"[""Drama"", ""Thriller""]";"Drama - thriller";"ficha_genero";"España (90.0%); Francia (10.0%)";"[""Alberto Rodríguez""]";"[""Alberto Rodríguez"", ""Rafael Cobos""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""MAZAGON FILMS, A.I.E. (01J9883)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""TELEFONICA AUDIOVISUAL DIGITAL, S.L.U. (01J6478)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""KOWALSKI FILMS, S.L. (01J3812)"", ""porcentaje_empresa"": 0.25}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""FEELGOOD MEDIA, S.L. (01J6313)"", ""porcentaje_empresa"": 0.25}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 10.0, ""empresa"": ""LE PACTE S.A.S. - FINANCIERA"", ""porcentaje_empresa"": null}]";"192923"
"Secreto del orfebre, El";"Warner Bros";"28/02/2025";1122589.0;169651;2025;"";"Secreto del orfebre";"El";159724.0;"EL SECRETO DEL ORFEBRE";"WARNER BROS ENTERTAINMENT ESPAÑA, S.L. (02J728); LA AVENTURA CINE, S.L. (02J1089)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"28/02/2025";"Cine - Ficción";"Romántica";"[""Romance""]";"Romántica";"ficha_genero";"España (100.0%)";"[""Olga Osorio""]";"[""Olga Osorio""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EL SECRETO DEL ORFEBRE, A.I.E. (01J10319)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""NOSTROMO PICTURES, S.L. (01J4776)"", ""porcentaje_empresa"": 1.0}]";"159724"
"Sospecha de Sofía, La";"Universal";"03/10/2025";977770.0;150433;2025;"";"Sospecha de Sofía";"La";143921.0;"LA SOSPECHA DE SOFÍA";"UNIVERSAL PICTURES INTERNATIONAL SPAIN, S.L. (02J22)";"";"03/10/2025";"Cine - Ficción";"Drama - thriller";"[""Drama"", ""Thriller"", ""Guerra Fría"", ""Basado en una novela"", ""Espías""]";"Drama - thriller";"ficha_genero";"España (80.0%); Alemania (20.0%)";"[""Imanol Uribe""]";"[""Gemma Ventura""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""JOSE FRADE PRODUCCIONES CINEMATOGRAFICAS, S.A. (01J271)"", ""porcentaje_empresa"": 100.0}, {""pais"": ""ALEMANIA"", ""porcentaje_pais"": 20.0, ""empresa"": ""NEOPOL FILM, KELLNER & ZAPF GBR"", ""porcentaje_empresa"": null}]";"143921"
"Mi amiga Eva";"Filmax";"19/09/2025";931571.0;145213;2025;"";"Mi amiga Eva";"";166523.0;"MI AMIGA EVA";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"11/09/2025";"Cine - Ficción";"Comedia";"[""Comedia"", ""Romance""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Cesc Gay""]";"[""Cesc Gay"", ""Eduard Solà""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ALEXFILM, A.I.E. (01J9732)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IMPOSIBLE FILMS, S.L. (01J2064)"", ""porcentaje_empresa"": 1.0}]";"166523"
"Todos los lados de la cama";"Walt Disney";"14/11/2025";896327.0;133813;2025;"";"Todos los lados de la cama";"";156924.0;"TODOS LOS LADOS DE LA CAMA";"BUENA VISTA INTERNATIONAL SPAIN, S.A. (02J511)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"14/11/2025";"Cine - Ficción";"Comedia musical";"[""Comedia"", ""Musical"", ""Secuela"", ""Ópera prima"", ""Romance"", ""Sexy""]";"Comedia musical";"ficha_genero";"España (100.0%)";"[""Samantha López Speranza""]";"[""Carlos Del Hoyo"", ""Irene Bohoyo""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TODOS LOS LADOS DE LA CAMA, A.I.E. (01J10227)"", ""porcentaje_empresa"": 89.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TELECINCO CINEMA, S.A.U. (01J2383)"", ""porcentaje_empresa"": 10.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IMPALA, S.A. (01J81)"", ""porcentaje_empresa"": 0.45}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""WEEKEND STUDIO, S.L. (01J7055)"", ""porcentaje_empresa"": 0.45}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LIGHTBOX ANIMATION STUDIOS, S.L. (01J3976)"", ""porcentaje_empresa"": 0.1}]";"156924"
"Siempre es invierno";"Bteam Pictures";"07/11/2025";877595.0;138313;2025;"";"Siempre es invierno";"";172024.0;"SIEMPRE ES INVIERNO";"BTEAM PICTURES, S.L. (02J1137)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"03/11/2025";"Cine - Ficción";"Comedia romántica";"[""Romance"", ""Drama"", ""Comedia"", ""Dramedia"", ""Tragicomedia"", ""Basado en una novela""]";"Comedia romántica";"ficha_genero";"España (83.77%); Bélgica (16.23%)";"[""David Trueba""]";"[""David Trueba""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 83.77, ""empresa"": ""BLITZ LA PELÍCULA, A.I.E. (01J9912)"", ""porcentaje_empresa"": 50.8}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 83.77, ""empresa"": ""ATRESMEDIA CINE, S.L. (01J2040)"", ""porcentaje_empresa"": 49.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 83.77, ""empresa"": ""IKIRU FILMS, S.L. (01J2801)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 83.77, ""empresa"": ""LA TERRAZA FILMS, S.L. (01J6964)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""BÉLGICA"", ""porcentaje_pais"": 16.23, ""empresa"": ""WRONG MEN"", ""porcentaje_empresa"": null}]";"172024"
"Coartadas";"Beta Fiction";"28/11/2025";827576.0;124798;2025;"";"Coartadas";"";33425.0;"COARTADAS";"BETA FICTION SPAIN, S.L. (02J1485)";"";"28/11/2025";"Cine - Ficción";"Comedia";"[""Comedia"", ""Romance"", ""Remake""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Martín Cuervo""]";"[""Curro Velázquez"", ""Benjamín Herranz""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""COARTADA LA PELÍCULA, S.L. (01J10827)"", ""porcentaje_empresa"": 50.8}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BUENDÍA ESTUDIOS CANARIAS, S.L.U. (01J8838)"", ""porcentaje_empresa"": 49.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ALAMO PRODUCCIONES AUDIOVISUALES, S.L. (01J6728)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BETA FICTION SPAIN, S.L. (01J8953)"", ""porcentaje_empresa"": 0.1}]";"33425"
"Voy a pasarmelo mejor";"Beta Fiction";"18/07/2025";822109.0;126975;2025;"";"Voy a pasarmelo mejor";"";190923.0;"VOY A PASÁRMELO MEJOR";"BETA FICTION SPAIN, S.L. (02J1485)";"";"03/07/2025";"Cine - Ficción";"Musical";"[""Comedia"", ""Musical""]";"Musical";"ficha_genero";"España (80.0%); México (20.0%)";"[""Ana De Alva""]";"[""David Serrano"", ""Luz Cipriota""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""DAVID Y LAYLA, A.I.E. (01J9455)"", ""porcentaje_empresa"": 95.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""EL ESTUDIO FILMMAKERS ESPAÑA, S.L. (01J8443)"", ""porcentaje_empresa"": 4.75}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""APACHES ENTERTAINMENT, S.L. (01J4102)"", ""porcentaje_empresa"": 0.25}, {""pais"": ""MÉXICO"", ""porcentaje_pais"": 20.0, ""empresa"": ""PARAÍSO TORRES DE SATÉLITE"", ""porcentaje_empresa"": null}]";"190923"
"47, El";"A Contracorriente";"06/09/2024";772459.0;127108;2025;"";"47";"El";144423.0;"EL 47";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"";"02/09/2024";"Cine - Ficción";"Drama";"[""Drama"", ""Suspense"", ""Años 70"", ""Barcelona"", ""Historia inspiradora de la vida real""]";"Drama";"ficha_genero";"España (100.0%)";"[""Marcel Barrena""]";"[""Marcel Barrena"", ""Alberto Marini""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""GRUP MEDIAPRO, S.L.U. (01J2308)"", ""porcentaje_empresa"": 100.0}]";"144423"
"Cuerpos locos";"A Contracorriente";"31/10/2025";744254.0;127776;2025;"";"Cuerpos locos";"";198224.0;"CUERPOS LOCOS";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"";"30/10/2025";"Cine - Ficción";"Comedia - Familiar";"[""Comedia"", ""Familiar"", ""Fantasía""]";"Comedia - Familiar";"ficha_genero";"España (100.0%)";"[""Ana Murugarren""]";"[""Ana Murugarren"", ""Ana Galán""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CUERPOS LOCOS, A.I.E. (01J9063)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BLOGMEDIA, S.L. (01J3446)"", ""porcentaje_empresa"": 0.9}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LIGHTBOX ANIMATION STUDIOS, S.L. (01J3976)"", ""porcentaje_empresa"": 0.1}]";"198224"
"Maspalomas";"Bteam Pictures";"26/09/2025";734954.0;122890;2025;"";"Maspalomas";"";191823.0;"MASPALOMAS";"BTEAM PICTURES, S.L. (02J1137)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"23/09/2025";"Cine - Ficción";"Drama";"[""Drama""]";"Drama";"ficha_genero";"España (100.0%)";"[""Jose Mari Goenaga"", ""Aitor Arregi""]";"[""Jose Mari Goenaga""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MASPALOMAS PELIKULA, A.I.E. (01J9653)"", ""porcentaje_empresa"": 99.99}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IRUSOIN, S.A. (01J985)"", ""porcentaje_empresa"": 0.0033}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MORIARTI PRODUKZIOAK, S.L. (01J2378)"", ""porcentaje_empresa"": 0.0033}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BOWFINGER INTERNATIONAL PICTURES, S.L. (01J2830)"", ""porcentaje_empresa"": 0.0033}]";"191823"
"Deuda, La";"Wanda";"17/10/2025";729774.0;122365;2025;"";"Deuda";"La";104522.0;"LA DEUDA";"WANDA VISION, S.A. (02J568)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"25/09/2025";"Cine - Ficción";"Drama social";"[""Drama"", ""Social"", ""Thriller""]";"Drama social";"ficha_genero";"España (80.0%); Rumanía (20.0%)";"[""Daniel Guzmán""]";"[""Daniel Guzmán""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 800000.0}]";800000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""LA DEUDA PELÍCULA, A.I.E. (01J9139)"", ""porcentaje_empresa"": 100.0}, {""pais"": ""RUMANÍA"", ""porcentaje_pais"": 20.0, ""empresa"": ""AVANPOST MEDIA SRL"", ""porcentaje_empresa"": null}]";"104522"
"Sorda";"A Contracorriente";"04/04/2025";719643.0;118455;2025;"";"Sorda";"";136823.0;"SORDA";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"LATIDO CONSORCIO EXPORTACIÓN DE CINE ESPAÑOL, S.L. (07J152)";"24/03/2025";"Cine - Ficción";"Drama";"[""Drama"", ""Feel Good Movie"", ""Sordera"", ""Maternidad""]";"Drama";"ficha_genero";"España (100.0%)";"[""Eva Libertad""]";"[""Eva Libertad""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 800000.0}]";800000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DIVERSO FILMS, A.I.E. (01J9527)"", ""porcentaje_empresa"": 79.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""A CONTRACORRIENTE FILMS, S.L. (01J4453)"", ""porcentaje_empresa"": 20.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DISTINTO FILMS, S.L.U. (01J3560)"", ""porcentaje_empresa"": 0.69}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""NEXUS CREAFILMS, S.L. (01J4574)"", ""porcentaje_empresa"": 0.31}]";"136823"
"Una quinta portuguesa";"Filmax";"09/05/2025";704553.0;118823;2025;"";"Una quinta portuguesa";"";82022.0;"UNA QUINTA PORTUGUESA";"CASTELAO PICTURES, S.L. (02J943)";"BENDITA FILMS SALES (98F1356)";"05/05/2025";"Cine - Ficción";"Drama";"[""Drama"", ""Suspense""]";"Drama";"ficha_genero";"España (78.56%); Portugal (21.44%)";"[""Avelina Prat""]";"[""Avelina Prat""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 800000.0}]";800000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 78.56, ""empresa"": ""ALMENDROS BLANCOS, A.I.E. (01J9042)"", ""porcentaje_empresa"": 99.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 78.56, ""empresa"": ""DISTINTO FILMS, S.L.U. (01J3560)"", ""porcentaje_empresa"": 0.35}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 78.56, ""empresa"": ""JAIBO FILMS, S.L.N.E. (01J3514)"", ""porcentaje_empresa"": 0.15}, {""pais"": ""PORTUGAL"", ""porcentaje_pais"": 21.44, ""empresa"": ""E SOM E A FÚRIA, PRODUÇOES AUDIOVISUALS LDA"", ""porcentaje_empresa"": null}]";"82022"
