titulo_original;fecha_estreno_original;titulo_busqueda_usado;icaa_id;estado;titulo_encontrado;anio_encontrado;fecha_estreno_ficha;director_encontrado;num_candidatos;candidatos_json;busqueda_truncada
Enterrar y callar;14/07/2022;Enterrar y callar;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Desahuciados;05/02/2025;Desahuciados;;sin_coincidencia_exacta_titulo;;;;;1.0;"[{""icaa_id"": 2316640, ""titulo_encontrado"": ""DESAHUCIADOS, LOS"", ""director_encontrado"": ""CHARLES B. PIERCE"", ""anio_encontrado"": 1979, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}]";False
Ultimo tren al rock'n'roll, El;18/02/2022;Ultimo tren al rock'n'roll;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Raphaelismo;28/06/2022;Raphaelismo;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
En la linea del horizonte (1993) (re);09/04/2024;En la linea del horizonte;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Escribir no es normal;18/12/2024;Escribir no es normal;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
"Alegres tiempos ""el concierto""";31/03/2023;"Alegres tiempos ""el concierto""";;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Pica Pica Musical Especial Navidad;18/12/2020;Pica Pica Musical Especial Navidad;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Flowers pop art;27/03/2022;Flowers pop art;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
No hay nadie;02/11/2021;No hay nadie;;sin_coincidencia_exacta_titulo;;;;;1.0;"[{""icaa_id"": 43793, ""titulo_encontrado"": ""Nadie hablará de nosotras cuando hayamos muerto"", ""director_encontrado"": ""AGUSTÍN. DÍAZ YANES"", ""anio_encontrado"": 1995, ""metraje_encontrado"": ""LARGOMETRAJE-""}]";False
Historias del Kronen (1995) (re);26/07/2024;Historias del Kronen;42394.0;resuelto_titulo_unico;Historias del Kronen;1994.0;;MONTXO. ARMENDÁRIZ;1.0;;False
Mataharis (2007) (re);19/09/2024;Mataharis;14506.0;resuelto_titulo_unico;MATAHARIS;2007.0;;ICIAR BOLLAIN;1.0;;False
Antonio Vega: Tu voz entre otras mil;15/05/2014;Antonio Vega: Tu voz entre otras mil;105110.0;resuelto_titulo_unico;ANTONIO VEGA. TU VOZ ENTRE OTRAS MIL;2013.0;;PALOMA CONCEJERO;1.0;;False
Campanadas a medianoche (1965) (re);17/05/2025;Campanadas a medianoche;1950.0;resuelto_titulo_unico;Campanadas a medianoche;1965.0;;ORSON WELLES;2.0;;False
A los que aman (1998) (re);23/04/2024;A los que aman;104897.0;resuelto_titulo_unico;A los que aman;1998.0;;ISABEL. COIXET;2.0;;False
Controversia de Valladolid. El amanecer de los Derechos Humanos, La;15/04/2024;Controversia de Valladolid. El amanecer de los Derechos Humanos;197723.0;resuelto_titulo_unico;LA CONTROVERSIA DE VALLADOLID: EL AMANECER DE LOS DERECHOS HUMANOS;2023.0;;JUAN RODRÍGUEZ-BRISO;1.0;;False
Belle Epoque (1992) (re);05/03/2024;Belle Epoque;101692.0;resuelto_titulo_unico;Belle époque;1992.0;;FERNANDO TRUEBA;2.0;;False
Perdona bonita, pero Lucas me queria a mi (1997) (re);10/07/2024;Perdona bonita, pero Lucas me queria a mi;47695.0;resuelto_titulo_unico;Perdona bonita, pero Lucas me quería a mí;1996.0;;FÉLIX. SABROSO;1.0;;False
Bienvenido Mister Marshall (1953)(Re);20/12/2002;Bienvenido Mister Marshall;6952.0;resuelto_titulo_unico;Bienvenido Mister Marshall;1952.0;;LUIS GARCIA BERLANGA;1.0;;False
Placido (1961) (re);19/01/2026;Placido;219550.0;resuelto_titulo_unico;Plácido;1961.0;;LUIS GARCÍA BERLANGA;15.0;;False
Awards. Beyond the limits of hairdressing;15/01/2024;Awards. Beyond the limits of hairdressing;154622.0;resuelto_titulo_unico;AWARDS, BEYOND THE LIMITS OF HAIRDRESSING;2022.0;;JUAN SAN MARTÍN;1.0;;False
Bartolome Bermejo: El despertar de un genio;20/09/2024;Bartolome Bermejo: El despertar de un genio;46524.0;resuelto_titulo_unico;Bartolomé Bermejo. El despertar de un genio;2024.0;;JOSÉ MANUEL HERRAIZ;1.0;;False
Tesis (1996) (re);07/09/2025;Tesis;22895.0;resuelto_titulo_unico;Tesis;1995.0;;ALEJANDRO. AMENÁBAR;3.0;;False
Capitanes de abril (2000) (re);07/05/2024;Capitanes de abril;13099.0;resuelto_titulo_unico;Capitanes de Abril;2000.0;;MARIA DE. MEDEIROS;1.0;;False
Te doy mis ojos (2003) (re);26/09/2024;Te doy mis ojos;124702.0;resuelto_titulo_unico;Te doy mis ojos;2003.0;;ICIAR BOLLAIN;1.0;;False
Bilbao (1978) (re);30/04/2024;Bilbao;401751.0;resuelto_titulo_unico;Bilbao;1978.0;;JOSÉ JUAN. BIGAS LUNA;18.0;;False
Johnny Puff. Misión Secreta;05/04/2024;Johnny Puff. Misión Secreta;147523.0;resuelto_titulo_unico;JOHNNY PUFF. MISIÓN SECRETA.;2023.0;;NÉSTOR F. DENNIS;1.0;;False
Animal/Humano;05/04/2024;Animal/Humano;99920.0;resuelto_titulo_unico;Animal / Humano;2024.0;;ALESSANDRO PUGNO;1.0;;False
Mar adentro (2004) (re);08/03/2024;Mar adentro;123503.0;resuelto_titulo_unico;Mar adentro;2004.0;;ALEJANDRO AMENÁBAR;2.0;;False
Cienaga, La (2001) (re);25/06/2024;Cienaga;34492.0;resuelto_titulo_unico;Ciénaga;1993.0;;JOSÉ ANGEL. BOHOLLO;3.0;;False
Fin de viaje, Sahara;01/11/2024;Fin de viaje, Sahara;191420.0;resuelto_titulo_unico;Fin de viaje Sahara;2023.0;;ANTONIO R. CABAL;1.0;;False
Marisol llamame Pepa;10/05/2024;Marisol llamame Pepa;98922.0;resuelto_titulo_unico;Marisol, llámame Pepa;2024.0;;BLANCA TORRES;1.0;;False
Guarapo (1987) (re);08/03/2024;Guarapo;974551.0;resuelto_anio_produccion_cercano;Guarapo;1988.0;;TEODORO RÍOS;2.0;;False
Niños salvajes, Los (2012) (re);07/05/2024;Niños salvajes;90809.0;resuelto_titulo_unico;NIÑOS SALVAJES, LOS;2012.0;;PATRICIA FERREIRA;1.0;;False
Respira, mama;07/06/2024;Respira, mama;59021.0;resuelto_titulo_unico;Respira mama;2024.0;;MERI COLLAZOS SOLÁ;1.0;;False
Viridiana (1961) (re);10/04/2023;Viridiana;18760.0;resuelto_titulo_unico;Viridiana;1961.0;;LUIS BUÑUEL;2.0;;False
Estado de las cosas, El (1982) (re);27/05/2024;Estado de las cosas;709151.0;resuelto_titulo_unico;ESTADO DE LAS COSAS, EL;1982.0;;WIM WENDERS;1.0;;False
Amanece, que no es poco (1989) (re);23/03/2023;Amanece, que no es poco;1488.0;resuelto_titulo_unico;Amanece, que no es poco;1988.0;;JOSÉ LUIS CUERDA;2.0;;False
Doña Francisquita (1952) (re);13/06/2024;Doña Francisquita;311650.0;resuelto_anio_produccion_cercano;Doña Francisquita;1952.0;;LADISLAO VAJDA;3.0;;False
Verbena de la Paloma, La (1963) (re);12/06/2024;Verbena de la Paloma;262450.0;resuelto_anio_produccion_cercano;Verbena de la Paloma, La;1963.0;;JOSÉ LUIS SÁENZ DE HEREDIA;6.0;;False
Mariquilla Terremoto (1939) (re);20/04/2024;Mariquilla Terremoto;293350.0;resuelto_anio_produccion_cercano;Mariquilla Terremoto;1939.0;;BENITO PEROJO;2.0;;False
Alma de Dios (1941) (re);12/06/2024;Alma de Dios;292650.0;resuelto_anio_produccion_cercano;Alma de Dios;1941.0;;IGNACIO F. IQUINO;2.0;;False
Mi vida sin mí (2003) (re);20/11/2023;Mi vida sin mí;5702.0;resuelto_titulo_unico;Mi vida sin mí;2002.0;;ISABEL COIXET;1.0;;False
Celedonio y yo somos asi (1977) (re);17/10/2024;Celedonio y yo somos asi;57550.0;resuelto_anio_produccion_cercano;Celedonio y yo somos así;1974.0;;MARIANO. OZORES;2.0;;False
Platillos volantes (2003) (re);06/09/2022;Platillos volantes;6703.0;resuelto_titulo_unico;Platillos volantes;2003.0;;ÓSCAR AIBAR;4.0;;False
Intacto (2001) (re);07/09/2022;Intacto;111800.0;resuelto_titulo_unico;Intacto;2001.0;;JUAN CARLOS FRESNADILLO;1.0;;False
Mas alla del jardin (1996) (re);21/10/2022;Mas alla del jardin;44396.0;resuelto_titulo_unico;Más allá del jardín;1996.0;;PEDRO. OLEA;1.0;;False
Ventolera (1962) (re);18/04/2024;Ventolera;238650.0;resuelto_anio_produccion_cercano;Ventolera;1961.0;;LUIS MARQUINA;3.0;;False
Ay, Carmela (1990) (re);13/11/2022;Ay, Carmela;101489.0;resuelto_titulo_unico;Ay, Carmela;1990.0;;CARLOS SAURA;1.0;;False
Malvaloca (1942) (re);17/04/2024;Malvaloca;234330.0;resuelto_anio_produccion_cercano;Malvaloca;1942.0;;LUIS MARQUINA;3.0;;False
Dias de futbol (2003) (re);08/06/2023;Dias de futbol;115102.0;resuelto_titulo_unico;Días de fútbol;2003.0;;DAVID SERRANO;1.0;;False
Lengua de las mariposas, La (1999) (re);16/03/2024;Lengua de las mariposas;41298.0;resuelto_titulo_unico;Lengua de las mariposas, La;1999.0;;JOSÉ LUIS. CUERDA;1.0;;False
Colon ADN, su verdadero origen;12/10/2024;Colon ADN, su verdadero origen;158022.0;resuelto_titulo_unico;COLÓN ADN. SU VERDADERO ORIGEN.;2024.0;;REGIS FRANCISCO LÓPEZ;1.0;;False
Atraco a las tres (1962) (re);19/11/2025;Atraco a las tres;17662.0;resuelto_titulo_unico;Atraco a las tres;1962.0;;JOSÉ MARÍA FORQUÉ;1.0;;False
Tiempo de silencio (1986) (re);20/02/2024;Tiempo de silencio;9285.0;resuelto_anio_produccion_cercano;TIEMPO DE SILENCIO;1986.0;;VICENTE ARANDA;2.0;;False
Tren de sombras (1997) (re);30/04/2024;Tren de sombras;27595.0;resuelto_titulo_unico;Tren de sombras;1996.0;;JOSÉ LUIS. GUERIN;1.0;;False
Cosas que nunca te dije (1996) (re);23/04/2024;Cosas que nunca te dije;17093.0;resuelto_titulo_unico;Cosas que nunca te dije;1995.0;;ISABEL. COIXET;1.0;;False
Agora (2009) (re);08/03/2024;Agora;18908.0;resuelto_titulo_unico;ÁGORA;2009.0;;ALEJANDRO AMENÁBAR;4.0;;False
Tintin y el misterio de las naranjas azules (1964) (re);07/01/2023;Tintin y el misterio de las naranjas azules;838740.0;resuelto_titulo_unico;TINTIN Y EL MISTERIO DE LAS NARANJAS AZULES;;;DESCONOCIDO;1.0;;False
Mi querida señorita (1972) (re);10/03/2023;Mi querida señorita;33826.0;resuelto_anio_produccion_cercano;Mi Querida Señorita;2026.0;;FERNANDO GONZÁLEZ MOLINA;3.0;;False
Summers el rebelde;15/03/2024;Summers el rebelde;95520.0;resuelto_titulo_unico;Summers, el rebelde;2023.0;;MIGUEL OLID;1.0;;False
Todo sobre mi madre (1999) (re);21/10/2023;Todo sobre mi madre;66398.0;resuelto_titulo_unico;Todo sobre mi madre;1999.0;;PEDRO. ALMODÓVAR;1.0;;False
Vida secreta de las palabras, La (2005) (re);07/05/2024;Vida secreta de las palabras;128004.0;resuelto_titulo_unico;vida secreta de las palabras, La;2005.0;;ISABEL COIXET;1.0;;False
Pepi, Luci, Bom y otras chicas del monton (1980) (re);08/06/2023;Pepi, Luci, Bom y otras chicas del monton;15080.0;resuelto_titulo_unico;Pepi, Luci, Bom y otras chicas del montón;1980.0;;PEDRO. ALMODÓVAR;2.0;;False
Soy Cloe, existo;25/10/2024;Soy Cloe, existo;220721.0;resuelto_titulo_unico;SOY CLOE EXISTO;2022.0;;FIORELLA GIANUZZI;1.0;;False
Ciudad quemada, La (1976) (re);29/02/2024;Ciudad quemada;118750.0;resuelto_anio_produccion_cercano;Ciudad quemada, La;1976.0;;ANTONI. RIBAS;3.0;;False
Buena estrella, La (1997) (re);16/10/2024;Buena estrella;31994.0;resuelto_titulo_unico;Buena estrella, La;1997.0;;RICARDO. FRANCO;2.0;;False
Mas que amor, frenesi (1996) (re);06/07/2023;Mas que amor, frenesi;75495.0;resuelto_titulo_unico;Más que amor, frenesí;1996.0;;ALFONSO. ALBACETE;3.0;;False
Hable con ella (2002) (re);30/05/2023;Hable con ella;82801.0;resuelto_titulo_unico;Hable con ella;2001.0;;PEDRO ALMODÓVAR;1.0;;False
Altea, la casa de la mar;06/05/2024;Altea, la casa de la mar;207022.0;resuelto_titulo_unico;ALTEA LA CASA DE LA MAR;2022.0;;ALEJANDRO BLASCO;1.0;;False
Noviembre (2003) (re);06/02/2025;Noviembre;18399.0;resuelto_titulo_unico;Noviembre;2002.0;;ACHERO MAÑAS;21.0;;False
Beato. El origen del Xacobeo;09/11/2023;Beato. El origen del Xacobeo;167123.0;resuelto_titulo_unico;Beato, el origen del Xacobeo;2023.0;;JACOBO MUÑOZ;1.0;;False
Topuria: Matador;19/09/2024;Topuria: Matador;157724.0;resuelto_titulo_unico;Topuria Matador;2024.0;;GIAMPAOLO MANFREDA;1.0;;False
Singled (Out);14/06/2018;Singled (Out);219116.0;resuelto_titulo_unico;SINGLED [OUT];2017.0;;MARIONA GUIU;1.0;;False
Tiempo de tormenta (2003) (re);22/10/2022;Tiempo de tormenta;2002.0;resuelto_anio_produccion_cercano;Tiempo de tormenta;2002.0;;PEDRO OLEA;2.0;;False
Isidro, el labrador (1963) (re);01/05/2022;Isidro, el labrador;206950.0;resuelto_titulo_unico;Isidro el labrador;1963.0;;RAFAEL J. SALVIA;1.0;;False
Dehesa, el bosque del lince iberico;09/10/2020;Dehesa, el bosque del lince iberico;128616.0;resuelto_titulo_unico;Dehesa: el bosque del lince ibérico;2019.0;;JOAQUÍN GUTIÉRREZ ACHA;1.0;;False
Voiceless. El genocidio silenciado;13/11/2021;Voiceless. El genocidio silenciado;174121.0;resuelto_titulo_unico;Voiceless, El genocidio silenciado;2021.0;;VÍCTOR G. VILLAVIEJA;1.0;;False
Mujeres de sal, hombres de humo;24/06/2021;Mujeres de sal, hombres de humo;119821.0;resuelto_titulo_unico;Mujeres de Sal Hombres de Humo;2021.0;;IRIS CARBALLO;1.0;;False
No es bueno que el hombre este solo (1973) (re);19/10/2022;No es bueno que el hombre este solo;364450.0;resuelto_anio_produccion_cercano;No es bueno que el hombre esté solo;1973.0;;PEDRO. OLEA;2.0;;False
Pim, pam, pum... ¡Fuego! (1975) (re);20/10/2022;Pim, pam, pum... ¡Fuego!;159950.0;resuelto_titulo_unico;Pim, pam, pum... ¡fuego;1975.0;;PEDRO. OLEA;1.0;;False
Extraño viaje, El (1964);22/10/2021;Extraño viaje;307550.0;resuelto_titulo_unico;extraño viaje, El;1964.0;;FERNANDO. FERNÁN-GÓMEZ;1.0;;False
Armugan, el ultimo acabador;07/05/2021;Armugan, el ultimo acabador;155619.0;resuelto_titulo_unico;Armugán-El último acabador;2021.0;;JO SOL;1.0;;False
Aztarnak-Huellas;15/10/2021;Aztarnak-Huellas;86719.0;resuelto_titulo_unico;Aztarnak Huellas;2021.0;;MARU SOLORES;1.0;;False
Cronocrimenes, Los (2008) (re);06/09/2022;Cronocrimenes;96306.0;resuelto_titulo_unico;CRONOCRÍMENES, LOS;2007.0;;NACHO VIGALONDO;1.0;;False
Espíritu de la colmena, El (1973) (re);01/09/2023;Espíritu de la colmena;873.0;resuelto_titulo_unico;Espíritu de la colmena, El;1973.0;;VÍCTOR. ERICE;1.0;;False
Escopeta nacional, La (1978);18/06/2021;Escopeta nacional;405851.0;resuelto_titulo_unico;Escopeta nacional, La;1978.0;;LUIS. GARCÍA BERLANGA;1.0;;False
Dia de la bestia, El (1995) (4k re);15/10/2021;Dia de la bestia;18194.0;resuelto_titulo_unico;Día de la bestia, El;1995.0;;ÁLEX DE LA IGLESIA;1.0;;False
Reportero, El (1975) (re);18/03/2021;Reportero;86050.0;resuelto_titulo_unico;Reportero, El;1975.0;;MICHELANGELO. ANTONIONI;15.0;;False
Palomos, Los (1964) (re);16/09/2021;Palomos;259450.0;resuelto_anio_produccion_cercano;Palomos, Los;1964.0;;FERNANDO FERNÁN-GÓMEZ;3.0;;False
Patrimonio nacional (1981) (re);02/05/2021;Patrimonio nacional;592551.0;resuelto_anio_produccion_cercano;Patrimonio nacional;1981.0;;LUIS. GARCÍA BERLANGA;4.0;;False
Sol del membrillo, El (1992) (re);16/12/2022;Sol del membrillo;3391.0;resuelto_titulo_unico;Sol del membrillo, El;1992.0;;VÍCTOR. ERICE;1.0;;False
U-topos (no-lugar). La utopia guarani-jesuitica;12/04/2022;U-topos (no-lugar). La utopia guarani-jesuitica;208217.0;resuelto_titulo_unico;U-Topos. No lugar. La utopía Guarani-Jesuítica;2018.0;;VICENTE PÉREZ HERRERO;1.0;;False
Quien puede matar a un niño (1976) (re);13/06/2022;Quien puede matar a un niño;17375.0;resuelto_titulo_unico;Quién puede matar a un niño?;1976.0;;NARCISO. IBÁÑEZ SERRADOR;1.0;;False
¡Folk! Una mirada a la musica tradicional;12/11/2018;¡Folk! Una mirada a la musica tradicional;82115.0;resuelto_titulo_unico;FOLK! UNA MIRADA A LA MÚSICA TRADICIONAL;2017.0;;PABLO GARCÍA SANZ;1.0;;False
Colmena, La (1982) (re);08/09/2022;Colmena;34581.0;resuelto_anio_produccion_cercano;Colmena, La;1982.0;;MARIO. CAMUS;5.0;;False
Maestro de esgrima, El (1992) (re);22/10/2022;Maestro de esgrima;11391.0;resuelto_titulo_unico;Maestro de esgrima, El;1992.0;;PEDRO OLEA;1.0;;False
Elcano y Magallanes. La primera vuelta al mundo;05/07/2019;Elcano y Magallanes. La primera vuelta al mundo;65716.0;resuelto_titulo_unico;Elcano y Magallanes, la primera vuelta al mundo;2019.0;;ÁNGEL ALONSO;1.0;;False
Maria Fernanda, la jerezana (1947) (re);28/03/2022;Maria Fernanda, la jerezana;256230.0;resuelto_titulo_unico;María Fernanda, 'La Jerezana';1946.0;;ENRIQUE HERREROS;1.0;;False
Aníbal, el arquitecto de Sevilla;24/11/2023;Aníbal, el arquitecto de Sevilla;155822.0;resuelto_titulo_unico;Aníbal. El arquitecto de Sevilla;2023.0;;FRANCISCO JOSÉ ORTIZ PÉREZ DE LEÓN;1.0;;False
Comicos (1954) (re);04/07/2022;Comicos;8653.0;resuelto_anio_produccion_cercano;Cómicos;1954.0;;JUAN ANTONIO BARDEM;9.0;;False
Calle Mayor (1956) (re);06/10/2022;Calle Mayor;249750.0;resuelto_anio_produccion_cercano;Calle Mayor;1956.0;;JUAN ANTONIO BARDEM;8.0;;False
Psiconautas: Los niños olvidados;24/02/2017;Psiconautas: Los niños olvidados;194810.0;resuelto_titulo_unico;PSICONAUTAS. LOS NIÑOS OLVIDADOS;2015.0;;ALBERTO VÁZQUEZ RICO;1.0;;False
Ramdel, memorias de un musico invisible;16/10/2022;Ramdel, memorias de un musico invisible;148922.0;resuelto_titulo_unico;RAMDEL MEMORIAS DE UN MUSICO INVISIBLE;2022.0;;LORENZO SANZ FERNÁNDEZ;1.0;;False
Cachita. La esclavitud borrada;18/11/2020;Cachita. La esclavitud borrada;98219.0;resuelto_titulo_unico;Cachita - La esclavitud borrada;2020.0;;ÁLVARO BEGINES;1.0;;False
Vaquilla, La (1985) (re);16/12/2020;Vaquilla;828651.0;resuelto_titulo_unico;Vaquilla, La;1985.0;;LUIS. GARCÍA BERLANGA;3.0;;False
Olea... ¡Más alto!;06/11/2020;Olea... ¡Más alto!;62216.0;resuelto_titulo_unico;Olea...Más alto!!;2019.0;;PABLO MALO;1.0;;False
Flor de mi secreto, La (re);05/10/2021;Flor de mi secreto;2195.0;resuelto_titulo_unico;Flor de mi secreto, La;1995.0;;PEDRO. ALMODÓVAR;1.0;;False
Camaron: Flamenco y Revolucion;01/06/2018;Camaron: Flamenco y Revolucion;53017.0;resuelto_titulo_unico;Camarón. Flamenco y revolución;2018.0;;ALEXIS MORANTE;1.0;;False
Cristina Garcia Rodero: La mirada oculta;01/12/2023;Cristina Garcia Rodero: La mirada oculta;91020.0;resuelto_titulo_unico;CRISTINA GARCÍA RODERO – LA MIRADA OCULTA;2023.0;;CARLOTA NELSON;1.0;;False
Cante Jondo, Granada 1922;02/02/2023;Cante Jondo, Granada 1922;4021.0;resuelto_titulo_unico;CANTE JONDO. GRANADA 1922;2022.0;;JOSÉ SÁNCHEZ MONTES;1.0;;False
Jorge. Una travesía de Coque Malla;20/01/2023;Jorge. Una travesía de Coque Malla;219021.0;resuelto_titulo_unico;Jorge, una travesía de Coque Malla;2023.0;;CRISTINA MARTÍN (LASDELCINE);1.0;;False
Vestida de azul (1983) (re);10/03/2023;Vestida de azul;744751.0;resuelto_anio_produccion_cercano;Vestida de azul;1983.0;;ANTONIO. GIMÉNEZ-RICO;3.0;;False
Mas alla del terror (1980) (re);22/04/2023;Mas alla del terror;545051.0;resuelto_anio_produccion_cercano;Más allá del terror;1980.0;;TOMÁS. AZNAR;4.0;;False
Milagro de P. Tinto, El (1998) (re);23/11/2023;Milagro de P. Tinto;59397.0;resuelto_titulo_unico;Milagro de P. Tinto, El;1998.0;;JAVIER. FESSER;1.0;;False
Juan Marine. Un siglo de cine;22/11/2023;Juan Marine. Un siglo de cine;152221.0;resuelto_titulo_unico;Juan Mariné, un siglo de cine;2023.0;;MARÍA LUISA PUJOL;1.0;;False
Ana y los lobos (1973) (re);28/02/2023;Ana y los lobos;361550.0;resuelto_anio_produccion_cercano;Ana y los lobos;1973.0;;CARLOS. SAURA;2.0;;False
Se quien eres (2000) (re);14/07/2025;Se quien eres;47095.0;resuelto_titulo_unico;Sé quién eres;1999.0;;PATRICIA. FERREIRA;2.0;;False
10,000 KM;15/05/2014;10,000 KM;44112.0;resuelto_titulo_unico;10.000 KM;2014.0;;CARLOS MARQUES-MARCET;1.0;;False
Maquinista, El (2004) (re);29/04/2025;Maquinista;67503.0;resuelto_titulo_unico;El Maquinista;2004.0;;BRAD ANDERSON;3.0;;False
Volver a vivir (1968) (re);13/01/2025;Volver a vivir;127222.0;resuelto_anio_produccion_cercano;Volver a vivir;2021.0;;J.J. WINLOVE;5.0;;False
Secta siniestra (1982) (re);06/05/2023;Secta siniestra;704551.0;resuelto_anio_produccion_cercano;Secta siniestra;1982.0;;IGNACIO F. IQUINO;2.0;;False
Petit Indi (2009) (re);29/03/2025;Petit Indi;77307.0;resuelto_titulo_unico;PETIT INDI;2009.0;;MARC RECHA;1.0;;False
Escalofrio (1978) (re);29/04/2023;Escalofrio;430051.0;resuelto_anio_produccion_cercano;Escalofrío;1978.0;;CARLOS. PUERTO;17.0;;False
Prima Angelica, La (1973) (re);14/02/2023;Prima Angelica;43350.0;resuelto_anio_produccion_cercano;Prima Angélica, La;1974.0;;CARLOS. SAURA;2.0;;False
Espiritu de la colmena, El (1973) (re: 2016);21/07/2016;Espiritu de la colmena;873.0;resuelto_titulo_unico;Espíritu de la colmena, El;1973.0;;VÍCTOR. ERICE;1.0;;False
Del rosa al amarillo (1963) (re);13/11/2025;Del rosa al amarillo;2026240.0;resuelto_titulo_unico;DEL ROSA AL AMARILLO;;;DESCONOCIDO;2.0;;False
Amor brujo, El (1986) (re);23/04/2023;Amor brujo;2476440.0;resuelto_anio_produccion_cercano;AMOR BRUJO, EL;1986.0;;CARLOS SAURA;4.0;;False
Abre los ojos (1997) (re);02/10/2025;Abre los ojos;27297.0;resuelto_titulo_unico;Abre los ojos;1997.0;;ALEJANDRO. AMENÁBAR;2.0;;False
Guadalupe, Madre de la Humanidad;01/03/2024;Guadalupe, Madre de la Humanidad;129923.0;resuelto_titulo_unico;Guadalupe: Madre de la Humanidad;2023.0;;PABLO MORENO;1.0;;False
Lucia y el Sexo (2001) (re);28/10/2025;Lucia y el Sexo;94100.0;resuelto_titulo_unico;Lucía y el sexo;2000.0;;JULIO MEDEM;1.0;;False
Buen patron, El;15/10/2021;Buen patron;159020.0;resuelto_titulo_unico;El Buen Patrón;2021.0;;FERNANDO LEÓN DE ARANOA;1.0;;False
Bidean Jarraituz. Siguiendo en el camino;10/02/2023;Bidean Jarraituz. Siguiendo en el camino;89922.0;resuelto_titulo_unico;BIDEAN JARRAITUZ (SIGUIENDO EN EL CAMINO);2022.0;;AITOR LÓPEZ DE ABERÁSTURI;1.0;;False
Maria Casares, la mujer que vivio mil vidas;10/03/2023;Maria Casares, la mujer que vivio mil vidas;34020.0;resuelto_titulo_unico;María Casares: La mujer que vivió mil vidas;2023.0;;XAVIER VILLAVERDE;1.0;;False
Lincessa. Los silencios del bosque;21/04/2023;Lincessa. Los silencios del bosque;227321.0;resuelto_titulo_unico;Lincessa, los silencios del bosque;2021.0;;POTOTO DÍEZ;1.0;;False
Contigo, contigo, y sin mí;09/11/2023;Contigo, contigo, y sin mí;224721.0;resuelto_titulo_unico;Contigo, contigo y sin mí;2023.0;;AMAYA VILLAR NAVASCUÉS;1.0;;False
