"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo"
"Barcelona, noche de invierno";"Splendor Films";"04/12/2015";258.0;43;2025;"";"Barcelona, noche de invierno";""
"Fenix 11-23";"Splendor Films";"09/11/2012";255.0;56;2025;"";"Fenix 11-23";""
"Del rosa al amarillo (1963) (re)";"A Contracorriente";"13/11/2025";254.0;71;2025;1963.0;"Del rosa al amarillo";""
"Enarak";"Independent";"21/06/2025";253.0;62;2025;"";"Enarak";""
"Ruta. Vol 2: Ibiza, La";"Independent";"24/10/2025";252.0;104;2025;"";"Ruta. Vol 2: Ibiza";"La"
"Yo no soy esa";"Sony";"31/10/2024";252.0;73;2025;"";"Yo no soy esa";""
"Aspirante, El";"Begin Again Films";"20/09/2024";252.0;42;2025;"";"Aspirante";"El"
"Habitacion de Fermat, La (2007) (re)";"Independent";"14/11/2025";249.0;83;2025;2007.0;"Habitacion de Fermat";"La"
"Divino tesoro";"Vendaval";"13/02/2025";248.0;43;2025;"";"Divino tesoro";""
"Grieta, La";"Independent";"12/12/2017";247.0;59;2025;"";"Grieta";"La"
"Cebo, El (1958) (re)";"Independent";"20/10/2025";247.0;133;2025;1958.0;"Cebo";"El"
"Virgen de la tosquera, La";"Filmax";"23/01/2026";243.0;34;2025;"";"Virgen de la tosquera";"La"
"Alcarras";"Avalon Distribución";"29/04/2022";236.0;34;2025;"";"Alcarras";""
"Mamifera";"Filmax";"26/04/2024";234.0;113;2025;"";"Mamifera";""
"Sonoma (Le film, pas le spectacle)";"Independent";"13/09/2023";233.0;35;2025;"";"Sonoma (Le film, pas le spectacle)";""
"Luna";"Independent";"07/04/2025";229.0;50;2025;"";"Luna";""
"Tu no eres yo";"Caracter Films";"13/12/2024";291.0;92;2025;"";"Tu no eres yo";""
"Todo sobre mi madre (1999) (re)";"Independent";"21/10/2023";226.0;116;2025;1999.0;"Todo sobre mi madre";""
"Singla, La";"Atera Films";"10/11/2023";225.0;82;2025;"";"Singla";"La"
"Llamame Paul";"Independent";"14/11/2024";225.0;46;2025;"";"Llamame Paul";""
"Petit Indi (2009) (re)";"Independent";"29/03/2025";220.0;22;2025;2009.0;"Petit Indi";""
"Abre los ojos (1997) (re)";"ConUnPack";"02/10/2025";218.0;33;2025;1997.0;"Abre los ojos";""
"Epilogo";"Independent";"28/07/2025";217.0;62;2025;"";"Epilogo";""
"Cosa en la niebla, La";"Independent";"09/11/2025";216.0;51;2025;"";"Cosa en la niebla";"La"
"Blanco en blanco";"Elamedia";"31/07/2020";216.0;38;2025;"";"Blanco en blanco";""
"Juan Marine. Un siglo de cine";"Independent";"22/11/2023";215.0;43;2025;"";"Juan Marine. Un siglo de cine";""
"Montañas en armonia";"Independent";"14/06/2025";215.0;31;2025;"";"Montañas en armonia";""
"Sumario 3/94";"Begin Again Films";"05/12/2024";214.0;36;2025;"";"Sumario 3/94";""
"Otros, Los (2001) (re)";"ConUnPack";"09/10/2025";213.0;49;2025;2001.0;"Otros";"Los"
"Nina";"Bteam Pictures";"10/05/2024";209.0;102;2025;"";"Nina";""
"Camino de la suerte";"Begin Again Films";"20/10/2023";207.0;99;2025;"";"Camino de la suerte";""
"Unfixing, The";"Independent";"11/11/2025";205.0;62;2025;"";"Unfixing, The";""
"Murillo, el ultimo viaje";"Version Digital";"17/11/2017";203.0;38;2025;"";"Murillo, el ultimo viaje";""
"Fernanda y Bernarda";"Independent";"21/11/2023";200.0;38;2025;"";"Fernanda y Bernarda";""
"117";"Moon Entertainment";"12/06/2025";199.0;34;2025;"";"117";""
"Ojos del futuro, Los";"Gondola Films";"11/11/2025";198.0;43;2025;"";"Ojos del futuro";"Los"
"Te veo en mis ojos";"Independent";"21/11/2025";198.0;30;2025;"";"Te veo en mis ojos";""
"Cancion perdida";"Independent";"06/05/2023";197.0;28;2025;"";"Cancion perdida";""
"Anqa";"Independent";"22/04/2025";196.0;49;2025;"";"Anqa";""
"Un Amor";"Bteam Pictures";"10/11/2023";196.0;96;2025;"";"Un Amor";""
"Un lugar comun";"Alfa Pictures";"14/08/2024";193.0;35;2025;"";"Un lugar comun";""
"7º Dia, El (2004) (re)";"Mercury Films";"30/04/2025";191.0;49;2025;2004.0;"7º Dia";"El"
"Chavela";"Syldavia";"16/06/2017";189.0;27;2025;"";"Chavela";""
"Pepi, Luci, Bom y otras chicas del monton (1980) (re)";"Mercury Films";"08/06/2023";189.0;112;2025;1980.0;"Pepi, Luci, Bom y otras chicas del monton";""
"Llapis horitzo";"Independent";"24/10/2025";188.0;49;2025;"";"Llapis horitzo";""
"Mesita del comedor, La";"Independent";"30/11/2023";187.0;55;2025;"";"Mesita del comedor";"La"
"Mujeres sin censura";"Independent";"21/12/2022";185.0;42;2025;"";"Mujeres sin censura";""
"Ultimas Voluntades";"Alfa Pictures";"30/06/2023";184.0;49;2025;"";"Ultimas Voluntades";""
"Marina unplugged";"Independent";"07/12/2024";184.0;33;2025;"";"Marina unplugged";""
"Gran Casal, me como el mundo";"Cameo";"21/04/2025";181.0;33;2025;"";"Gran Casal, me como el mundo";""
"Naturaleza muerta Sexy Sadie";"Independent";"27/07/2023";179.0;53;2025;"";"Naturaleza muerta Sexy Sadie";""
"Un hombre llamado Flor de Otoño (1978) (re)";"Independent";"21/10/2022";179.0;51;2025;1978.0;"Un hombre llamado Flor de Otoño";""
"Muerte de un ciclista (1955) (re)";"Mercury Films";"29/12/2023";177.0;32;2025;1955.0;"Muerte de un ciclista";""
"Endemoniada, La (1975) (re)";"Independent";"15/11/2025";176.0;47;2025;1975.0;"Endemoniada";"La"
"Arasindia";"Independent";"23/10/2025";175.0;38;2025;"";"Arasindia";""
"Miguel Velázquez. El Catedrático Del Ring";"Moon Entertainment";"30/05/2025";172.0;34;2025;"";"Miguel Velázquez. El Catedrático Del Ring";""
"Oblideu Tosquelles!";"Independent";"22/12/2023";170.0;31;2025;"";"Oblideu Tosquelles!";""
"Cartas perdidas, Las (La carcel y el exilio de las mujeres repub";"Syldavia";"13/05/2022";169.0;49;2025;"";"Cartas perdidas, Las (La carcel y el exilio de las mujeres repub";""
"Seduccion de caos, La (1990) (re)";"Independent";"03/12/2025";168.0;53;2025;1990.0;"Seduccion de caos";"La"
"Omega Wants to Dance";"Jambika Docs";"06/12/2025";165.0;23;2025;"";"Omega Wants to Dance";""
"Poder del silencio, El";"Independent";"17/09/2025";165.0;51;2025;"";"Poder del silencio";"El"
"Nada";"Independent";"21/05/2025";164.0;33;2025;"";"Nada";""
"Mala persona";"Filmax";"03/07/2024";163.0;62;2025;"";"Mala persona";""
"Mironins. La pelicula";"Independent";"03/12/2021";160.0;40;2025;"";"Mironins. La pelicula";""
"Tierras solares";"Summer Films";"07/04/2025";157.0;29;2025;"";"Tierras solares";""
"Espíritu de la colmena, El (1973) (re)";"Avalon Distribución";"01/09/2023";156.0;499;2025;1973.0;"Espíritu de la colmena";"El"
"Donde acaba la memoria";"Surtsey Films";"02/12/2022";151.0;69;2025;"";"Donde acaba la memoria";""
"Raqa";"DeAPlaneta";"22/11/2024";149.0;27;2025;"";"Raqa";""
"Vacances de Mara, Les";"Puntal Films";"27/09/2024";148.0;37;2025;"";"Vacances de Mara, Les";""
"Volver a vivir (1968) (re)";"Independent";"13/01/2025";147.0;75;2025;1968.0;"Volver a vivir";""
"Disforia";"Independent";"08/11/2025";147.0;41;2025;"";"Disforia";""
"Se quien eres (2000) (re)";"Independent";"14/07/2025";145.0;33;2025;2000.0;"Se quien eres";""
"As bestas";"A Contracorriente";"11/11/2022";144.0;36;2025;"";"As bestas";""
"Hijas del trueno, Las";"Moon Entertainment";"27/06/2025";141.0;22;2025;"";"Hijas del trueno";"Las"
"Piezas";"Maravillas Distribuciones";"15/11/2024";140.0;46;2025;"";"Piezas";""
"+Cuñados";"Baños Films";"19/04/2024";140.0;35;2025;"";"+Cuñados";""
"Amor de Andrea, El";"Filmax";"24/11/2023";140.0;33;2025;"";"Amor de Andrea";"El"
"Muñequita linda";"Independent";"12/06/2025";138.0;22;2025;"";"Muñequita linda";""
"Norberta";"Filmax";"25/07/2024";138.0;26;2025;"";"Norberta";""
"Pendaripen";"Independent";"19/11/2025";136.0;53;2025;"";"Pendaripen";""
"Un sol radiant";"Begin Again Films";"17/05/2024";133.0;42;2025;"";"Un sol radiant";""
"Escribir no es normal";"Independent";"18/12/2024";132.0;33;2025;"";"Escribir no es normal";""
"Quieres salir puedes entrar";"Independent";"06/09/2025";130.0;37;2025;"";"Quieres salir puedes entrar";""
"Emilia, parada y fonda (1976) (re)";"A Contracorriente";"04/11/2025";130.0;44;2025;1976.0;"Emilia, parada y fonda";""
"Cuerpo escombro";"Walt Disney";"09/08/2024";129.0;37;2025;"";"Cuerpo escombro";""
"Cinco lobitos";"Bteam Pictures";"20/05/2022";128.0;34;2025;"";"Cinco lobitos";""
"Aquel ultimo tiburon";"Independent";"15/11/2025";126.0;33;2025;"";"Aquel ultimo tiburon";""
"Secaderos";"Begin Again Films";"02/06/2023";126.0;55;2025;"";"Secaderos";""
"Negro liimbo";"Independent";"07/06/2025";126.0;31;2025;"";"Negro liimbo";""
"Suro";"A Contracorriente";"02/12/2022";123.0;35;2025;"";"Suro";""
"Orandi";"Independent";"19/06/2025";122.0;23;2025;"";"Orandi";""
"Marsella";"Syldavia";"18/07/2014";120.0;30;2025;"";"Marsella";""
"Matria";"Avalon Distribución";"24/03/2023";120.0;30;2025;"";"Matria";""
"Todos somos Gaza";"39 Escalones";"31/12/2025";70.0;10;2025;"";"Todos somos Gaza";""
"Aníbal, el arquitecto de Sevilla";"Mosaico";"24/11/2023";116.0;24;2025;"";"Aníbal, el arquitecto de Sevilla";""
"Algo amargo en la boca (1969) (re)";"Independent";"01/10/2025";116.0;33;2025;1969.0;"Algo amargo en la boca";""
"Todos Vosotros sois Capitanes";"Zeitun Films";"03/06/2011";114.0;15;2025;"";"Todos Vosotros sois Capitanes";""
"Puntos suspensivos";"Vertice";"20/09/2024";112.0;32;2025;"";"Puntos suspensivos";""
"¡Olvidate del cine!";"Independent";"16/09/2025";112.0;40;2025;"";"¡Olvidate del cine!";""
"Julio Camba. El hombre que no queria ser nada";"Filmax";"28/02/2025";111.0;33;2025;"";"Julio Camba. El hombre que no queria ser nada";""
"Despues de la derrota";"Independent";"10/06/2025";111.0;17;2025;"";"Despues de la derrota";""
"Tierra firme";"Avalon Distribución";"24/11/2017";110.0;22;2025;"";"Tierra firme";""
"Maquinista, El (2004) (re)";"Independent";"29/04/2025";110.0;56;2025;2004.0;"Maquinista";"El"
"Niñas de arena";"Independent";"27/05/2025";108.0;51;2025;"";"Niñas de arena";""
"Voces en imagenes";"Independent";"22/08/2025";107.0;27;2025;"";"Voces en imagenes";""
"Camino, El (1963)";"Independent";"02/11/2021";105.0;34;2025;1963.0;"Camino";"El"
"Laguna negra, La (1952) (re)";"Mercury Films";"07/05/2025";105.0;30;2025;1952.0;"Laguna negra";"La"
"Desmontando a Lucia";"TriPictures";"29/11/2024";105.0;21;2025;"";"Desmontando a Lucia";""
"Lucia y el Sexo (2001) (re)";"Mercury Films";"28/10/2025";104.0;162;2025;2001.0;"Lucia y el Sexo";""
"Cecilia Bartolome. Tan lejos, tan cerca";"Taranna Films";"11/05/2025";100.0;86;2025;"";"Cecilia Bartolome. Tan lejos, tan cerca";""
"Desahuciados";"Independent";"05/02/2025";99.0;20;2025;"";"Desahuciados";""
"Morente & Barcelona";"Independent";"15/05/2025";99.0;33;2025;"";"Morente & Barcelona";""
"Espera, La";"Maravillas Distribuciones";"15/12/2023";99.0;17;2025;"";"Espera";"La"
"Negros, Los";"European Dreams Factory";"25/03/2022";98.0;17;2025;"";"Negros";"Los"
"Canto cosmico. Niño de Elche";"Margenes Distribucion";"04/02/2022";98.0;50;2025;"";"Canto cosmico. Niño de Elche";""
"Amigo de todos, El";"Surtsey Films";"24/04/2024";98.0;16;2025;"";"Amigo de todos";"El"
"Mercenario";"Independent";"01/04/2025";93.0;16;2025;"";"Mercenario";""
"Maria (y los demas)";"Avalon Distribución";"07/12/2016";92.0;23;2025;"";"Maria (y los demas)";""
"Silencio de otros, El";"Bteam Pictures";"16/11/2018";88.0;21;2025;"";"Silencio de otros";"El"
"Un angel llamado Rebeca";"European Dreams Factory";"26/04/2024";87.0;16;2025;"";"Un angel llamado Rebeca";""
"Palabras para un fin del mundo";"Imagine! Factory Films";"13/11/2020";86.0;20;2025;"";"Palabras para un fin del mundo";""
"Ultimos pastores, Los";"Wanda";"31/05/2024";84.0;40;2025;"";"Ultimos pastores";"Los"
"Odio el verano";"Sony";"23/08/2024";84.0;25;2025;"";"Odio el verano";""
"Hostal España";"Independent";"30/09/2020";83.0;14;2025;"";"Hostal España";""
"O Corno";"Elastica";"11/10/2023";83.0;15;2025;"";"O Corno";""
"David Delfin. Muestra tu herida";"Independent";"03/11/2025";81.0;26;2025;"";"David Delfin. Muestra tu herida";""
"Importancia de llamarse Ernesto y la gilipollez de llamarse Eric";"Oliete Films";"10/11/2023";81.0;23;2025;"";"Importancia de llamarse Ernesto y la gilipollez de llamarse Eric";""
"Ocaña, retrato intermitente";"Independent";"11/03/2025";81.0;23;2025;"";"Ocaña, retrato intermitente";""
"Palo, El (2001) (re)";"Mercury Films";"14/04/2025";80.0;14;2025;2001.0;"Palo";"El"
"Nacida niña";"Independent";"17/12/2025";48.0;7;2025;"";"Nacida niña";""
"Vaquilla, La (1985) (re)";"Avalon Distribución";"09/02/2026";77.0;22;2025;1985.0;"Vaquilla";"La"
"Descubriendo a Jose Padilla";"Film Buro";"29/12/2020";76.0;13;2025;"";"Descubriendo a Jose Padilla";""
"Reconquista, La";"Cinebinario";"30/09/2016";75.0;15;2025;"";"Reconquista";"La"
"Mediterraneo";"DeAPlaneta";"01/10/2021";74.0;12;2025;"";"Mediterraneo";""
"Quest";"Nanouk Films";"01/12/2023";73.0;14;2025;"";"Quest";""
"Sangre, sudor y alegria";"Proyecfilm";"03/12/2025";72.0;13;2025;"";"Sangre, sudor y alegria";""
"Cuentos eroticos (1980) (re)";"Independent";"05/06/2025";70.0;20;2025;1980.0;"Cuentos eroticos";""
"Pascual Duarte (1976) (re)";"Mercury Films";"07/05/2025";70.0;20;2025;1976.0;"Pascual Duarte";""
"Constructores de la Alhambra, Los";"Version Digital";"25/11/2022";67.0;9;2025;"";"Constructores de la Alhambra";"Los"
"Ojos Negros";"Filmin";"19/07/2019";66.0;22;2025;"";"Ojos Negros";""
"Generacion docentes";"Independent";"29/04/2025";65.0;8;2025;"";"Generacion docentes";""
"Carbon";"Bteam Pictures";"29/12/2023";64.0;16;2025;"";"Carbon";""
"Magnificent Stranger, The";"Independent";"13/10/2025";64.0;11;2025;"";"Magnificent Stranger, The";""
"Nos va la marcha (1979) (re)";"Independent";"04/06/2025";63.0;18;2025;1979.0;"Nos va la marcha";""
"Moros y Cristianos (1987)";"A Contracorriente";"20/08/2021";63.0;18;2025;1987.0;"Moros y Cristianos";""
"Lucia en la telaraña 5.669 dias";"Independent";"16/09/2025";63.0;9;2025;"";"Lucia en la telaraña 5.669 dias";""
"Cyborg Generation";"Independent";"22/11/2024";62.0;10;2025;"";"Cyborg Generation";""
"Amor brujo, El (1986) (re)";"Mercury Films";"23/04/2023";60.0;16;2025;1986.0;"Amor brujo";"El"
"Llaves de la independencia, Las";"Independent";"14/01/2005";60.0;17;2025;"";"Llaves de la independencia";"Las"
"Invasion pequeña";"Independent";"04/07/2025";60.0;17;2025;"";"Invasion pequeña";""
"Tierra de nuestras madres";"Me Lo Creo";"20/07/2023";57.0;10;2025;"";"Tierra de nuestras madres";""
"A la cara";"Sideral";"15/05/2026";57.0;9;2025;"";"A la cara";""
"Secreto de sus ojos, El (2009) (re)";"Independent";"26/11/2025";57.0;29;2025;2009.0;"Secreto de sus ojos";"El"
"Miguel Hernandez";"Independent";"31/03/2025";55.0;9;2025;"";"Miguel Hernandez";""
"Handia";"A Contracorriente";"20/10/2017";54.0;28;2025;"";"Handia";""
"Esplendor y caida: The Garlic Phantoms";"Oliete Films";"05/04/2022";53.0;19;2025;"";"Esplendor y caida: The Garlic Phantoms";""
"Ciudad perdida, La (1955) (re)";"Independent";"25/06/2025";53.0;16;2025;1955.0;"Ciudad perdida";"La"
"Bofi";"Independent";"21/09/2024";50.0;8;2025;"";"Bofi";""
"Viaje al cuarto de una madre";"Alfa Pictures";"05/10/2018";50.0;10;2025;"";"Viaje al cuarto de una madre";""
"Helios Gomez: Tinta y Municion";"Independent";"29/05/2025";49.0;21;2025;"";"Helios Gomez: Tinta y Municion";""
"Alyonka soñada";"Independent";"24/07/2025";48.0;11;2025;"";"Alyonka soñada";""
"Cemento";"Independent";"07/07/2025";47.0;9;2025;"";"Cemento";""
"Un hombre tranquilo";"Independent";"16/03/2025";46.0;32;2025;"";"Un hombre tranquilo";""
"Beckett y el rinoceronte blanco";"Jaibo Films";"03/09/2025";46.0;13;2025;"";"Beckett y el rinoceronte blanco";""
"Ivan Z";"Independent";"29/11/2025";45.0;9;2025;"";"Ivan Z";""
"091, policia al habla (1960) (re)";"Independent";"16/05/2025";42.0;12;2025;1960.0;"091, policia al habla";""
"Gato montes, El (1935) (re)";"Independent";"24/06/2025";42.0;16;2025;1935.0;"Gato montes";"El"
"Tierra normal";"Independent";"15/05/2025";42.0;67;2025;"";"Tierra normal";""
"Mirande";"Independent";"21/05/2025";38.0;20;2025;"";"Mirande";""
"Un hombre sin miedo";"Independent";"07/06/2024";35.0;127;2025;"";"Un hombre sin miedo";""
"Generacion Lagartija";"Independent";"21/06/2024";35.0;7;2025;"";"Generacion Lagartija";""
"Alma quebrada";"Independent";"25/03/2025";35.0;12;2025;"";"Alma quebrada";""
"Estafa del amor, La";"Independent";"14/11/2023";35.0;5;2025;"";"Estafa del amor";"La"
"Diaz Hierro, el cronista de Huelva";"Independent";"27/01/2025";33.0;5;2025;"";"Diaz Hierro, el cronista de Huelva";""
"Escuerzo, El";"Begin Again Films";"23/07/2025";32.0;7;2025;"";"Escuerzo";"El"
"Tigres de papel (1977) (re)";"Independent";"04/06/2025";32.0;9;2025;1977.0;"Tigres de papel";""
"Os reviento";"The Other Side Films";"13/09/2024";32.0;9;2025;"";"Os reviento";""
"Una estrella fugaz";"European Dreams Factory";"11/10/2024";30.0;7;2025;"";"Una estrella fugaz";""
"Imatge permanent, La";"Aventura Cine";"17/11/2023";30.0;9;2025;"";"Imatge permanent";"La"
"Burnout";"Independent";"15/05/2025";28.0;28;2025;"";"Burnout";""
"Vuelo de la cigueña, El";"Independent";"26/11/2025";28.0;21;2025;"";"Vuelo de la cigueña";"El"
"Ese mundo que no te da nada";"Independent";"12/03/2025";28.0;41;2025;"";"Ese mundo que no te da nada";""
"Siete Jereles";"Independent";"03/03/2023";27.0;6;2025;"";"Siete Jereles";""
"Sembrando sueños";"Enciende Television";"14/02/2024";27.0;6;2025;"";"Sembrando sueños";""
"Dias que vendran, Los (Els dies que vindran)";"Avalon Distribución";"28/06/2019";26.0;6;2025;"";"Dias que vendran, Los (Els dies que vindran)";""
"Concha Robles. El precio de la libertad";"Independent";"21/11/2025";25.0;5;2025;"";"Concha Robles. El precio de la libertad";""
"Ultimo cuple, El (1957) (re)";"Mercury Films";"06/09/2025";24.0;5;2025;1957.0;"Ultimo cuple";"El"
"Dies d'estiu i de pluja";"Independent";"13/06/2025";24.0;9;2025;"";"Dies d'estiu i de pluja";""
"Tiempos futuros";"Independent";"28/06/2025";23.0;3;2025;"";"Tiempos futuros";""
"Jesucristo Flamenco";"Maravillas Distribuciones";"28/12/2025";23.0;5;2025;"";"Jesucristo Flamenco";""
"Memoria inmortal, La";"Independent";"20/02/2025";21.0;4;2025;"";"Memoria inmortal";"La"
"Fieles sirvientes, Los (1980) (re)";"Independent";"23/10/2025";20.0;9;2025;1980.0;"Fieles sirvientes";"Los"
"Sueños y pan";"Mubox.Studio";"25/07/2023";18.0;6;2025;"";"Sueños y pan";""
"Infiltrada en el bunker";"Independent";"23/10/2025";18.0;16;2025;"";"Infiltrada en el bunker";""
"Faltan vuestros nombres";"Independent";"10/05/2025";18.0;70;2025;"";"Faltan vuestros nombres";""
"Stay Homas. La banda que no deberia existir";"Independent";"15/11/2024";17.0;4;2025;"";"Stay Homas. La banda que no deberia existir";""
"Valenciana";"Caracter Films";"18/10/2024";17.0;6;2025;"";"Valenciana";""
"Mama, ahora mando yo";"Independent";"30/07/2025";16.0;4;2025;"";"Mama, ahora mando yo";""
"Septiembre";"Independent";"06/10/2023";15.0;5;2025;"";"Septiembre";""
"Una historia, una cancion";"Independent";"10/03/2025";15.0;5;2025;"";"Una historia, una cancion";""
"Vicente Romero. Testigo de la historia";"Independent";"04/11/2025";14.0;4;2025;"";"Vicente Romero. Testigo de la historia";""
"Algo salvaje. La historia de Bambino";"Phoenix Entertaiment";"19/11/2021";14.0;2;2025;"";"Algo salvaje. La historia de Bambino";""
"Art d'alçada";"Independent";"12/03/2024";13.0;3;2025;"";"Art d'alçada";""
"Letras que marcan";"Independent";"09/01/2025";11.0;2;2025;"";"Letras que marcan";""
"Leyenda de Balthasar el castrado, La (1996) (re)";"Independent";"23/10/2025";11.0;5;2025;1996.0;"Leyenda de Balthasar el castrado";"La"
"Que se sepa";"Independent";"15/11/2024";11.0;20;2025;"";"Que se sepa";""
"A lo loco";"Independent";"16/05/2025";11.0;20;2025;"";"A lo loco";""
"Creatura";"Avalon Distribución";"08/09/2023";10.0;2;2025;"";"Creatura";""
"Un paseo por el Borne";"Begin Again Films";"25/07/2024";10.0;2;2025;"";"Un paseo por el Borne";""
"Cuando un rio se convierte en mar";"Independent";"01/11/2025";9.0;4;2025;"";"Cuando un rio se convierte en mar";""
"Guadalquivir";"Wanda";"13/12/2013";9.0;2;2025;"";"Guadalquivir";""
"Violetera, La (1958)";"Mercury Films";"20/09/2025";5.0;1;2025;1958.0;"Violetera";"La"
"Paquillo Fernandez. Una vida en marcha";"Independent";"21/11/2025";5.0;1;2025;"";"Paquillo Fernandez. Una vida en marcha";""
"Vientre del mar, El";"Elastica";"12/11/2021";5.0;1;2025;"";"Vientre del mar";"El"
