"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo"
"Escuchando Niño futuro";"Independent";"11/06/2021";336.0;48;2021;"";"Escuchando Niño futuro";""
"Ofrenda, La (Ofrena, L')";"Alfa Pictures";"18/09/2020";330.0;88;2021;"";"Ofrenda, La (Ofrena, L')";""
"Ultimos de La Mejana, rebeldía y esperanza, Los";"Ultreia";"21/09/2020";329.0;59;2021;"";"Ultimos de La Mejana, rebeldía y esperanza";"Los"
"Mi adorado Monster";"39 Escalones";"20/11/2021";320.0;66;2021;"";"Mi adorado Monster";""
"Palabras para un fin del mundo";"Imagine! Factory Films";"13/11/2020";318.0;197;2021;"";"Palabras para un fin del mundo";""
"Campeones";"Universal";"06/04/2018";318.0;53;2021;"";"Campeones";""
"Sin señas particulares";"Wanda";"27/11/2020";316.0;45;2021;"";"Sin señas particulares";""
"Estandar";"Stand by me Films";"11/12/2020";314.0;57;2021;"";"Estandar";""
"Lua Vermella";"Elamedia";"30/10/2020";309.0;52;2021;"";"Lua Vermella";""
"Balandrau, infierno helado";"DocsBarcelona";"12/05/2021";302.0;76;2021;"";"Balandrau, infierno helado";""
"Sindrome inverso de Ebenezer Scrooge, El";"Independent";"03/06/2021";300.0;72;2021;"";"Sindrome inverso de Ebenezer Scrooge";"El"
"Video Blues";"Independent";"27/09/2020";300.0;90;2021;"";"Video Blues";""
"Proximamente ultimos dias";"Independent";"27/08/2021";297.0;70;2021;"";"Proximamente ultimos dias";""
"Novia, La";"Bteam Pictures";"11/12/2015";294.0;69;2021;"";"Novia";"La"
"Flor de mi secreto, La (re)";"El Deseo";"05/10/2021";286.0;53;2021;"";"Flor de mi secreto";"La"
"Silencio de otros, El";"Bteam Pictures";"16/11/2018";281.0;53;2021;"";"Silencio de otros";"El"
"Jantzari: tradicion e igualdad";"Independent";"28/04/2021";280.0;70;2021;"";"Jantzari: tradicion e igualdad";""
"Habana en un Almendron, La";"Independent";"06/07/2021";280.0;81;2021;"";"Habana en un Almendron";"La"
"Once Upon a Place";"3boxmedia";"10/04/2021";277.0;40;2021;"";"Once Upon a Place";""
"Colores del porvenir, Los";"Sheridan's Producciones";"19/11/2021";268.0;35;2021;"";"Colores del porvenir";"Los"
"Viaje de Carla, El";"Independent";"28/06/2021";266.0;58;2021;"";"Viaje de Carla";"El"
"Cau, El";"Independent";"27/11/2021";265.0;53;2021;"";"Cau";"El"
"Fuerza de un barrio, La";"Independent";"21/05/2021";264.0;52;2021;"";"Fuerza de un barrio";"La"
"Confinados";"Independent";"19/11/2021";263.0;38;2021;"";"Confinados";""
"No hay nadie";"Independent";"02/11/2021";263.0;82;2021;"";"No hay nadie";""
"Vaca mugiendo entre ruinas";"Independent";"18/06/2021";259.0;52;2021;"";"Vaca mugiendo entre ruinas";""
"Mancha negra, La";"Marila Films";"04/06/2021";249.0;134;2021;"";"Mancha negra";"La"
"Ojala mañana";"Independent";"01/12/2021";248.0;91;2021;"";"Ojala mañana";""
"Carceles bolleras";"Independent";"04/07/2019";243.0;81;2021;"";"Carceles bolleras";""
"Historias del agua";"Phoenix Entertaiment";"12/01/2022";242.0;39;2021;"";"Historias del agua";""
"Rifkin's Festival";"Tri Pictures";"02/10/2020";240.0;52;2021;"";"Rifkin's Festival";""
"Rehabilitacion total. Del chocolate al cupcake";"Independent";"21/10/2021";240.0;48;2021;"";"Rehabilitacion total. Del chocolate al cupcake";""
"Platon";"Independent";"08/10/2021";237.0;60;2021;"";"Platon";""
"Guerra mas larga, La";"Independent";"18/11/2021";235.0;48;2021;"";"Guerra mas larga";"La"
"Yuli";"Entertainment One Films";"14/12/2018";234.0;47;2021;"";"Yuli";""
"Explota explota";"Universal";"02/10/2020";233.0;100;2021;"";"Explota explota";""
"Gran ola, La";"Mosaico";"24/03/2017";227.0;49;2021;"";"Gran ola";"La"
"QueenCiañera, LA";"Independent";"12/11/2021";224.0;32;2021;"";"QueenCiañera";"LA"
"Vaquilla, La (1985) (re)";"Independent";"16/12/2020";209.0;49;2021;1985.0;"Vaquilla";"La"
"Todos a la carcel (1993) (re)";"Universal";"09/12/2020";208.0;49;2021;1993.0;"Todos a la carcel";""
"Sacar a la luz. La memoria de las artistas rapadas";"Independent";"05/11/2021";208.0;208;2021;"";"Sacar a la luz. La memoria de las artistas rapadas";""
"Presentimientos";"Syldavia";"24/01/2014";206.0;70;2021;"";"Presentimientos";""
"Amor en Polvo";"Begin Again Films";"24/07/2020";206.0;49;2021;"";"Amor en Polvo";""
"Todo a la vez";"Independent";"05/09/2021";206.0;40;2021;"";"Todo a la vez";""
"¿Puedes oirme?";"Paco Poch Cinema";"02/10/2020";204.0;38;2021;"";"¿Puedes oirme?";""
"Guerra oculta de Franco, La";"Independent";"25/02/2021";203.0;38;2021;"";"Guerra oculta de Franco";"La"
"Cachita. La esclavitud borrada";"ConUnPack";"18/11/2020";203.0;63;2021;"";"Cachita. La esclavitud borrada";""
"Vampus Horror Tales";"Independent";"26/11/2020";200.0;26;2021;"";"Vampus Horror Tales";""
"Dulce sabor del limon, El";"Splendor Films";"06/12/2018";200.0;50;2021;"";"Dulce sabor del limon";"El"
"Hondaela, abismo marino";"Independent";"28/10/2021";198.0;33;2021;"";"Hondaela, abismo marino";""
"Palabra justa, La";"Independent";"19/02/2018";196.0;42;2021;"";"Palabra justa";"La"
"Herederas";"Artistic Metropol";"28/08/2021";190.0;33;2021;"";"Herederas";""
"Camaron: Flamenco y Revolucion";"Karma";"01/06/2018";190.0;38;2021;"";"Camaron: Flamenco y Revolucion";""
"Cercle en l'Aigua, Un";"Independent";"06/11/2020";187.0;29;2021;"";"Cercle en l'Aigua, Un";""
"Inocencia, La";"Filmax";"10/01/2020";186.0;77;2021;"";"Inocencia";"La"
"Cerro de los Dioses, El";"Begin Again Films";"30/10/2020";179.0;30;2021;"";"Cerro de los Dioses";"El"
"Volver (re:2021)";"El Deseo";"06/10/2021";177.0;35;2021;"";"Volver";""
"Transicion, La. De la dictadura a la democracia";"Independent";"15/10/2021";177.0;37;2021;"";"Transicion, La. De la dictadura a la democracia";""
"Spitsbergen, el guardian del Artico";"Independent";"08/04/2021";176.0;68;2021;"";"Spitsbergen, el guardian del Artico";""
"Donde acaba la memoria";"Independent";"04/09/2021";175.0;35;2021;"";"Donde acaba la memoria";""
"Covid-19, la historia de nuestros heroes";"Independent";"12/12/2021";174.0;33;2021;"";"Covid-19, la historia de nuestros heroes";""
"¡Ni te me acerques!";"Artistic Metropol";"13/11/2020";174.0;43;2021;"";"¡Ni te me acerques!";""
"Elcano y Magallanes. La primera vuelta al mundo";"Filmax";"05/07/2019";174.0;87;2021;"";"Elcano y Magallanes. La primera vuelta al mundo";""
"Cosas que hacer antes de morir";"Independent";"03/06/2021";173.0;58;2021;"";"Cosas que hacer antes de morir";""
"Sopar, El (1974-2018)";"Filmin";"15/04/2021";168.0;42;2021;"";"Sopar, El (1974-2018)";""
"Colza, Lo Invisible";"Vertice";"07/06/2021";167.0;46;2021;"";"Colza, Lo Invisible";""
"Cholitas";"Arena Comunicacion";"24/01/2020";165.0;55;2021;"";"Cholitas";""
"Mujeres de arena";"Digital 104";"09/04/2021";162.0;26;2021;"";"Mujeres de arena";""
"Olvido esta lleno de memoria, El";"Independent";"09/04/2021";162.0;81;2021;"";"Olvido esta lleno de memoria";"El"
"Isla de las mentiras, La";"Filmax";"02/10/2020";160.0;40;2021;"";"Isla de las mentiras";"La"
"A contracorriente";"Independent";"29/09/2021";156.0;52;2021;"";"A contracorriente";""
"Amantes (1991) (re)";"Sony";"26/02/2021";156.0;53;2021;1991.0;"Amantes";""
"Cancion sin nombre";"Begin Again Films";"02/10/2020";153.0;24;2021;"";"Cancion sin nombre";""
"Cochecito. El (1960) (re)";"Filmin";"07/10/2021";151.0;25;2021;1960.0;"Cochecito. El";""
"Notas de soledad";"Independent";"05/11/2021";149.0;22;2021;"";"Notas de soledad";""
"Domino";"A Contracorriente";"21/02/2020";148.0;37;2021;"";"Domino";""
"Figuras femeninas (la mujer en la II Republica)";"Independent";"25/03/2021";144.0;72;2021;"";"Figuras femeninas (la mujer en la II Republica)";""
"Menudos heroes";"Rita & Luca";"04/12/2015";144.0;83;2021;"";"Menudos heroes";""
"Latir. Reto 3.355";"Independent";"26/03/2021";142.0;29;2021;"";"Latir. Reto 3.355";""
"Entre tinieblas (re)";"El Deseo";"04/10/2021";140.0;27;2021;"";"Entre tinieblas";""
"Escritor de un pais sin librerias, El";"Independent";"11/12/2019";139.0;31;2021;"";"Escritor de un pais sin librerias";"El"
"Mimosas";"Atalante";"04/01/2017";139.0;23;2021;"";"Mimosas";""
"Hostal España";"Independent";"30/09/2020";138.0;20;2021;"";"Hostal España";""
"Buñuel en el laberinto de las tortugas";"Wanda";"26/04/2019";132.0;24;2021;"";"Buñuel en el laberinto de las tortugas";""
"Zumiriki";"Independent";"02/10/2020";130.0;29;2021;"";"Zumiriki";""
"Tierra de leche y miel";"Independent";"31/07/2021";129.0;31;2021;"";"Tierra de leche y miel";""
"Generacion silenciosa, La";"Independent";"10/09/2021";129.0;35;2021;"";"Generacion silenciosa";"La"
"Deprisa, deprisa (1981) (re)";"Independent";"25/02/2021";129.0;33;2021;1981.0;"Deprisa, deprisa";""
"Ultima cinta desde Bosnia, La";"Independent";"06/11/2021";128.0;26;2021;"";"Ultima cinta desde Bosnia";"La"
"Ara Malikian: Una vida entre las cuerdas";"Syldavia";"24/10/2019";124.0;22;2021;"";"Ara Malikian: Una vida entre las cuerdas";""
"Vitoria, 3 de marzo";"Filmax";"01/05/2019";122.0;25;2021;"";"Vitoria, 3 de marzo";""
"Construyendo la luz";"Independent";"10/12/2021";120.0;31;2021;"";"Construyendo la luz";""
"Juegos de familia";"Mosaico";"30/09/2016";120.0;30;2021;"";"Juegos de familia";""
"Muerte mas cruel, La";"Quality Media";"02/12/2021";120.0;15;2021;"";"Muerte mas cruel";"La"
"Stormy Night, A";"Filmin";"18/12/2020";119.0;22;2021;"";"Stormy Night, A";""
"Mi profesor";"Independent";"27/06/2021";117.0;17;2021;"";"Mi profesor";""
"Traje, El. Algo mas que una leyenda";"Independent";"20/11/2021";117.0;27;2021;"";"Traje, El. Algo mas que una leyenda";""
"Planeta, El";"Independent";"28/11/2021";116.0;19;2021;"";"Planeta";"El"
"Marcos y vida";"Independent";"01/11/2021";115.0;53;2021;"";"Marcos y vida";""
"Misterio del Padre Pio, El";"European Dreams Factory";"23/11/2018";114.0;18;2021;"";"Misterio del Padre Pio";"El"
"Clown's Planet";"ConUnPack";"01/10/2021";114.0;19;2021;"";"Clown's Planet";""
"Tiempos de deseo";"Independent";"05/03/2021";112.0;35;2021;"";"Tiempos de deseo";""
"Stop";"Independent";"09/06/2021";112.0;16;2021;"";"Stop";""
"Zalamero";"Independent";"22/10/2020";110.0;25;2021;"";"Zalamero";""
"¡Maldicion! He vuelto a cambiar";"Independent";"30/06/2021";108.0;18;2021;"";"¡Maldicion! He vuelto a cambiar";""
"Crimen de Cuenca, El (1980)";"Independent";"25/10/2021";108.0;39;2021;1980.0;"Crimen de Cuenca";"El"
"Antologia de l’atzar";"Independent";"30/09/2021";106.0;124;2021;"";"Antologia de l’atzar";""
"Exodo climatico";"3boxmedia";"10/04/2021";106.0;41;2021;"";"Exodo climatico";""
"Malasaña 32";"Warner Bros";"17/01/2020";102.0;17;2021;"";"Malasaña 32";""
"Noche, La";"Independent";"19/11/2021";99.0;19;2021;"";"Noche";"La"
"Coda 77";"Independent";"21/10/2021";97.0;15;2021;"";"Coda 77";""
"Vida y Color";"Alta Films";"05/01/2006";94.0;32;2021;"";"Vida y Color";""
"Chana, La";"Noon Films";"10/11/2017";93.0;31;2021;"";"Chana";"La"
"Meseta";"Atera Films";"23/10/2020";91.0;37;2021;"";"Meseta";""
"Doctrina: el pecado original y la reinsercion";"Deja vu Films";"11/05/2018";84.0;21;2021;"";"Doctrina: el pecado original y la reinsercion";""
"Mudar la piel";"Margenes Distribucion";"05/10/2018";82.0;36;2021;"";"Mudar la piel";""
"Santos inocentes, Los (1984) (re)";"Universal";"15/10/2020";82.0;15;2021;1984.0;"Santos inocentes";"Los"
"Corazon ardiente";"European Dreams Factory";"21/02/2020";82.0;21;2021;"";"Corazon ardiente";""
"Calle del agua, La";"Independent";"27/10/2021";82.0;39;2021;"";"Calle del agua";"La"
"Eroski Paraiso";"Ollo Vivo";"13/12/2019";80.0;20;2021;"";"Eroski Paraiso";""
"Toc toc";"Warner Bros";"06/10/2017";78.0;39;2021;"";"Toc toc";""
"Todas las Mujeres";"Avalon Distribución";"18/10/2013";78.0;33;2021;"";"Todas las Mujeres";""
"Esther Ferrer: hilos de tiempo";"Independent";"26/11/2021";77.0;10;2021;"";"Esther Ferrer: hilos de tiempo";""
"Maria (y los demas)";"Avalon Distribución";"07/12/2016";76.0;38;2021;"";"Maria (y los demas)";""
"Frederica Montseny, la mujer que habla";"Independent";"07/10/2021";76.0;97;2021;"";"Frederica Montseny, la mujer que habla";""
"Blanco en blanco";"Elamedia";"31/07/2020";75.0;26;2021;"";"Blanco en blanco";""
"Post mortem";"Independent";"01/06/2021";75.0;35;2021;"";"Post mortem";""
"Julieta";"Warner Bros";"08/04/2016";72.0;12;2021;"";"Julieta";""
"Libreria, La";"A Contracorriente";"10/11/2017";72.0;12;2021;"";"Libreria";"La"
"Mascara de cristal, La";"Independent";"24/11/2021";70.0;30;2021;"";"Mascara de cristal";"La"
"Dernier round";"Independent";"09/12/2021";70.0;29;2021;"";"Dernier round";""
"Rol & Rol";"Independent";"09/09/2020";69.0;23;2021;"";"Rol & Rol";""
"Oskara";"Independent";"27/05/2021";67.0;30;2021;"";"Oskara";""
"Segundos fuera";"Independent";"02/12/2021";66.0;14;2021;"";"Segundos fuera";""
"Renacidos: El padre Pío cambió sus vidas";"European Dreams Factory";"15/11/2019";63.0;7;2021;"";"Renacidos: El padre Pío cambió sus vidas";""
"Virgen de Agosto, La";"Bteam Pictures";"15/08/2019";63.0;12;2021;"";"Virgen de Agosto";"La"
"Ultimo arquero, El";"Super 8";"24/07/2020";62.0;39;2021;"";"Ultimo arquero";"El"
"Dolor y gloria";"Sony";"22/03/2019";62.0;19;2021;"";"Dolor y gloria";""
"Casa Emak Bakia, La";"Independent";"04/08/2021";62.0;16;2021;"";"Casa Emak Bakia";"La"
"Neskatoak";"Independent";"20/10/2021";61.0;61;2021;"";"Neskatoak";""
"Endless cinema";"Independent";"06/10/2021";58.0;18;2021;"";"Endless cinema";""
"Ecos";"Independent";"21/11/2021";58.0;10;2021;"";"Ecos";""
"H0us3";"Begin Again Films";"27/09/2019";55.0;26;2021;"";"H0us3";""
"Jaulas";"A Contracorriente";"23/11/2018";54.0;19;2021;"";"Jaulas";""
"Andromedas";"Independent";"06/03/2021";54.0;18;2021;"";"Andromedas";""
"Idrissa, cronica de una muerte cualquiera";"Polar Star Films";"15/11/2019";53.0;9;2021;"";"Idrissa, cronica de una muerte cualquiera";""
"Una vez mas";"Summer Films";"23/10/2020";53.0;68;2021;"";"Una vez mas";""
"Dancing Beethoven";"Margenes Distribucion";"28/04/2017";52.0;12;2021;"";"Dancing Beethoven";""
"Filoxenia. El rapto de Europa";"Independent";"18/11/2021";51.0;15;2021;"";"Filoxenia. El rapto de Europa";""
"Andromeda Galaxy";"Bteam Pictures";"13/08/2021";50.0;10;2021;"";"Andromeda Galaxy";""
"Dantza";"Bteam Pictures";"21/12/2018";50.0;11;2021;"";"Dantza";""
"Amanecer";"Independent";"17/09/2021";47.0;32;2021;"";"Amanecer";""
"Casi 40";"Avalon Distribución";"29/06/2018";47.0;22;2021;"";"Casi 40";""
"Silla de Fernando, La";"Buenavida";"24/11/2006";46.0;12;2021;"";"Silla de Fernando";"La"
"Sesion Salvaje";"ConUnPack";"13/12/2019";46.0;22;2021;"";"Sesion Salvaje";""
"Lebrijano, El. Un gitano universal";"Independent";"01/10/2021";44.0;10;2021;"";"Lebrijano, El. Un gitano universal";""
"Anunciaron tormenta";"Independent";"10/04/2021";44.0;20;2021;"";"Anunciaron tormenta";""
"Laberinto del Fauno, El (2006) (re)";"Warner Bros";"10/07/2020";42.0;12;2021;2006.0;"Laberinto del Fauno";"El"
"2 Años, 4 Meses (2 Urte, 4 Hilabete)";"Independent";"04/09/2020";42.0;14;2021;"";"2 Años, 4 Meses (2 Urte, 4 Hilabete)";""
"Siempre jueves (sempre dijous)";"Independent";"10/06/2021";42.0;6;2021;"";"Siempre jueves (sempre dijous)";""
"Despertar de las Hormigas, El";"Elamedia";"02/08/2019";42.0;44;2021;"";"Despertar de las Hormigas";"El"
"Puenting";"Independent";"09/12/2021";41.0;12;2021;"";"Puenting";""
"Una mujer fantastica";"Bteam Pictures";"12/10/2017";41.0;9;2021;"";"Una mujer fantastica";""
"Lur y Amets";"Atera Films";"07/02/2020";36.0;10;2021;"";"Lur y Amets";""
"Incierta gloria";"Alfa Pictures";"17/03/2017";36.0;12;2021;"";"Incierta gloria";""
"OBABA";"Alta Films";"16/09/2005";36.0;8;2021;"";"OBABA";""
"Mundo es nuestro, El";"Festival Films";"22/06/2012";36.0;8;2021;"";"Mundo es nuestro";"El"
"Cuchillo de palo";"Estudi Playtime";"16/12/2011";33.0;22;2021;"";"Cuchillo de palo";""
"Amor y la muerte, El. Historia de Enrique Granados";"Margenes Distribucion";"09/11/2018";32.0;8;2021;"";"Amor y la muerte, El. Historia de Enrique Granados";""
"Penitencia";"Independent";"24/11/2021";32.0;32;2021;"";"Penitencia";""
"Camino, El";"Independent";"31/10/2020";31.0;7;2021;"";"Camino";"El"
"Cuento de las comadrejas, El";"Syldavia";"12/07/2019";31.0;5;2021;"";"Cuento de las comadrejas";"El"
"Hasta que la boda nos separe";"A Contracorriente";"14/02/2020";31.0;10;2021;"";"Hasta que la boda nos separe";""
"37 grados";"Independent";"10/09/2020";30.0;6;2021;"";"37 grados";""
"Renaceres";"New Frecuency";"18/12/2020";28.0;7;2021;"";"Renaceres";""
"Cuanto vale una ballena";"Wild Stories";"05/11/2021";25.0;5;2021;"";"Cuanto vale una ballena";""
"Kuartk valley";"Independent";"04/11/2021";21.0;8;2021;"";"Kuartk valley";""
"Todos quieren ser el proximo Weismann";"Independent";"05/07/2021";20.0;4;2021;"";"Todos quieren ser el proximo Weismann";""
"Infravivienda";"Filmin";"26/09/2021";18.0;4;2021;"";"Infravivienda";""
"Una isla en el desierto";"Independent";"30/09/2021";18.0;4;2021;"";"Una isla en el desierto";""
"Tecido resistente";"Independent";"28/05/2021";17.0;9;2021;"";"Tecido resistente";""
"Eugenio";"Independent";"04/10/2018";16.0;3;2021;"";"Eugenio";""
"Volta. 100 años de ciclismo";"Independent";"20/03/2021";16.0;3;2021;"";"Volta. 100 años de ciclismo";""
"Mejor verano de mi vida, El";"A Contracorriente";"12/07/2018";14.0;6;2021;"";"Mejor verano de mi vida";"El"
"Rebeldes del NOM";"Independent";"04/04/2021";14.0;2;2021;"";"Rebeldes del NOM";""
"Rosalinda";"Independent";"11/12/2020";14.0;2;2021;"";"Rosalinda";""
"Cartas de Akyab";"Independent";"26/10/2021";11.0;2;2021;"";"Cartas de Akyab";""
"Proxeneta. paso corto, mala leche.";"Super 8";"26/10/2018";10.0;63;2021;"";"Proxeneta. paso corto, mala leche.";""
"Rural Cops";"Independent";"04/06/2021";10.0;2;2021;"";"Rural Cops";""
"Fotografo de Mauthausen, El";"Filmax";"26/10/2018";7.0;1;2021;"";"Fotografo de Mauthausen";"El"
"PierPaolo";"Independent";"20/08/2021";7.0;1;2021;"";"PierPaolo";""
"Bikes";"Filmax";"18/04/2019";5.0;5;2021;"";"Bikes";""
"Free play";"Independent";"27/09/2021";4.0;1;2021;"";"Free play";""
"Padre no hay mas que uno 3";"Sony";"14/07/2022";15606842.0;2707038;2022;"";"Padre no hay mas que uno 3";""
"Tadeo Jones 3. La tabla esmeralda";"Paramount Int'l";"26/08/2022";11802013.0;2031669;2022;"";"Tadeo Jones 3. La tabla esmeralda";""
"Renglones torcidos de Dios, Los";"Warner Bros";"06/10/2022";5725147.0;907628;2022;"";"Renglones torcidos de Dios";"Los"
"A todo tren 2";"Warner Bros";"02/12/2022";4747528.0;779890;2022;"";"A todo tren 2";""
"Cuarto pasajero, El";"Sony";"28/10/2022";4334214.0;668990;2022;"";"Cuarto pasajero";"El"
"As bestas";"A Contracorriente";"11/11/2022";3525771.0;556338;2022;"";"As bestas";""
"Alcarras";"Avalon Distribución";"29/04/2022";2332801.0;391387;2022;"";"Alcarras";""
"Modelo 77";"Walt Disney";"23/09/2022";2121540.0;387774;2022;"";"Modelo 77";""
"Voy a pasarmelo bien";"Sony";"12/08/2022";2096725.0;360169;2022;"";"Voy a pasarmelo bien";""
"Vida padre, La";"Paramount Int'l";"16/09/2022";2058519.0;361166;2022;"";"Vida padre";"La"
"Mama o Papa";"Warner Bros";"17/12/2021";1957482.0;312163;2022;"";"Mama o Papa";""
"Abuela, La";"Sony";"28/01/2022";1818352.0;287214;2022;"";"Abuela";"La"
"Llenos de gracia";"Paramount Int'l";"24/06/2022";1334440.0;228341;2022;"";"Llenos de gracia";""
"En los margenes";"Vertice";"07/10/2022";1092431.0;175158;2022;"";"En los margenes";""
"Malnazidos";"Sony";"11/03/2022";1075486.0;170240;2022;"";"Malnazidos";""
"13 Exorcismos";"Beta Fiction";"04/11/2022";1049036.0;159845;2022;"";"13 Exorcismos";""
"42 Segundos";"Universal";"02/09/2022";1023264.0;166872;2022;"";"42 Segundos";""
"Juego de las llaves, El";"Warner Bros";"13/04/2022";1007123.0;169561;2022;"";"Juego de las llaves";"El"
"Codigo Emperador";"A Contracorriente";"18/03/2022";962979.0;154765;2022;"";"Codigo Emperador";""
"Buen patron, El";"Tri Pictures";"15/10/2021";945988.0;151474;2022;"";"Buen patron";"El"
"Historias para no contar";"Filmax";"25/11/2022";889992.0;137952;2022;"";"Historias para no contar";""
"Canallas";"Universal";"01/04/2022";865252.0;136976;2022;"";"Canallas";""
"Cinco lobitos";"Bteam Pictures";"20/05/2022";823933.0;135632;2022;"";"Cinco lobitos";""
"Test, El";"Warner Bros";"02/09/2022";760807.0;122813;2022;"";"Test";"El"
"Competencia Oficial";"Walt Disney";"25/02/2022";733288.0;117824;2022;"";"Competencia Oficial";""
"Camera Cafe";"Warner Bros";"25/03/2022";703215.0;112593;2022;"";"Camera Cafe";""
"Por los pelos";"Warner Bros";"12/08/2022";624871.0;105148;2022;"";"Por los pelos";""
"Venus";"Sony";"02/12/2022";598527.0;88324;2022;"";"Venus";""
